,0,1,2,3,4,5,6,7
0,,,Colorimetric method,,,HPLC method,,
1,Samples,Added MG/(mol,Measured values,Recorveries/,RSD (n =,Measured values,Recorveries/,RSDn=
2,Samples,L-1,(mol L-1),%,3)/%,(mol L~1),%,3)/%
3,,0,Not detected,,-,Not detected,,
4,Seabass (Lateolabrax japonicus L.),0.12,0.11  0.02,91.4,4.4,0.13  0.02,108.1,4.6
5,Seabass (Lateolabrax japonicus L.),0.60,0.63  0.01,106.0,1.8,0.57  0.01,95.0,2.2
6,,1.20,1.35  0.02,114,1.5,1.24  0.04,103.7,2.9
7,,0,Not detected,-,-,Not detected,-,-
8,Yellow croaker (Larimichthys),0.12,0.13  0.01,114.1,3.3,0.14  0.01,113.2,4.2
9,Yellow croaker (Larimichthys),0.6,0.54  0.03,90.6,2.7,0.70  0.02,117.4,3.9
10,,1.20,1.11  0.04,93.4,3.2,1.09  0.03,90.9,2.8
11,,0,Not detected,-,,Not detected,,-
12,Leather jacket (Thamnaconus,0.12,0.13  0.01,104.9,2.0,0.10  0.01,91.0,2.1
13,modestus),0.6,0.63  0.01,107.1,1.5,0.55  0.02,91.0,4.2
14,,1.20,1.12  0.02,93.8,1.3,1.08  0.03,90.3,2.7
15,,0,Not detected,-,-,Not detected,,
16,"Sea water (from Longzhou Pond,",0.12,0.13  0.06,114,6.6,0.13  0.01,94.8,3.8
17,Xiamen),0.6,0.69  0.04,107,6.3,0.68  0.03,98.2,3.0
18,,1.20,1.30  0.07,109,5.4,1.32  0.05,110.3,4.1
19,,0,Not detected,-,-,Not detected,,-
20,"Fresh water (from Bailu Lake, Jimei",0.12,0.14  0.01,119.0,4.0,0.11  0.01,93.1,3.2
21,Univercity),0.6,0.53  0.01,90.1,1.3,0.59  0.02,98.2,3.0
22,,1.20,1.13  0.02,95.2,1.7,1.27  0.03,106.0,1.9
