,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,ADHEFFOU,ADHEFFOU,,,BAROUNI,,,BOUDAOUD,,CH.CHOUAMEKH,,,CH.SFAX,
1,,MI3,,MI5,MI3,MI3,,MI5,MI3,MI5,MI3,MI5,,MI3,MI5
2,Hydroxytyrosol,11.8 0.2,11.8 0.2,1.91m0.02,0.417al0.039,2.520.19,,0.396lk.l0.023,18.30.5,26.2b0.1,14.80.5,9.42i.k0.67,,6.8280.34,0.0610.008
3,Tyrosol,12.38 0.1,1.22c.d.e 0.01,1.04d.ef.g.h0.01,,60.1a0.3,,1.25c.d0.04,12.380.3,10.8h.i0.1,12.480.4,0.924f.c.h0.076,,5.220.14,5.49'0.02
4,Catechin,1.22c.d.e 0.01,1.22c.d.e 0.01,1.04d.ef.g.h0.01,1.04d.ef.g.h0.01,1.42b.c0.07,,1.25c.d0.04,0.3080.025,0.794h0.047,0.3490.031,0.924f.c.h0.076,0.924f.c.h0.076,nd,0.717e0.053
5,Caffeic acid,1.05d 0.04,1.05d 0.04,1.12d0.04,,0.713e.f0.033,,0.583e.f.c0.047,0.601e.f.c0.073,0.3478.h0.017,0.3348.h0.077,1.520.07,,7.41a0.04,0.717e0.053
6,Vanillic acid,0.592f.g.h0.038,0.592f.g.h0.038,0.749d.e.f0.021,0.749d.e.f0.021,2.37a0.03,,0.318i.k0.054,0.5038.h.i.i0.018,0.683e.f.g0.033,0.282*0.041,2.30a0.05,,1.510.03,0.875d0.035
7,Vanillin,3.55b 0.07,3.55b 0.07,1.540.04,,1.310.05,,6.50e0.05,1.49f0.05,0.6828.h0.031,0.2950.019,4.410.08,,4.77a0.11,0.87580.078
8,Verbascoside,2.04i 0.03,2.04i 0.03,1.540.04,,18.7a0.1,,6.50e0.05,0.702k0.016,0.596*0.023,0.5110.029,4.410.08,,2.410.05,12.1b0.1
9,p-Coumaric acid,1.76d.e 0.06,1.76d.e 0.06,2.220.02,,0.575f.c.h0.035,,0.809f.80.056,0.3478.h0.011,0.667h.ij.k0.052,0.336&.h0.047,2.160.08,,2.81b0.02,5.25a0.05
10,Luteolin-7-O-Glucoside,1.76d.e 0.06,1.76d.e 0.06,0.341h0.012,0.341h0.012,0.575f.c.h0.035,0.575f.c.h0.035,0.809f.80.056,0.3478.h0.011,10.5a0.7,0.643l.m0.047,2.160.08,,8.59b0.03,2.04d0.08
11,Rutin,10.5b 0.6,10.5b 0.6,1.79f.80.13,,1.44.k0.11,,0.576h0.077,2.1610.09,11.7a0.1,0.643l.m0.047,7.37c0.09,,6.08d0.05,5.77d0.05
12,Ferulic acid,2.40 0.07,2.40 0.07,1.79f.80.13,,1.3280.06,,0.576h0.077,0.461h.i0.083,3.790.16,0.349h.i0.056,2.219e.f0.086,2.219e.f0.086,7.01b0.14,1.5780.04
13,Oleuropein aglycone*,40.98 1.3,40.98 1.3,10.3k.10.1,,12.1k0.1,,12.1j.k0.1,75. 6e0.5,156 b+3,1251,13.9i.k+0.2,,208a2,15.3i0.1
14,Luteolin-4-O-Glucoside,35.2a 0.5,35.2a 0.5,4.01h.i0.09,,2.660.07,,5.4880.16,1.119*0.128,0.697*0.067,0.735*0.064,8.72c.d0.41,,14.6b0.2,5.380.03
15,o-Coumaric acid,37.8a 0.1,37.8a 0.1,1.31'0.06,,0.7050.064,,2.79ij.k0.06,3.12h.ij0.07,3.01i0.11,1.21'0.13,6.44d0.08,,2.19*0.12,4.06e.f.80.07
16,Oleuropein,41.2c 0.1,41.2c 0.1,8.52f.&.h 0.14,,24.1h.i0.3,,28.60.7,34 1,6.418.h0.19,60.8b0.4,26.156g.h0.261,26.156g.h0.261,139a1,4.43m0.11
17,Luteolin,19.9a 0.2,19.9a 0.2,2.438.h0.09,8.52f.&.h 0.14,2.368.h.i0.08,,33.20.3,2.418.h0.09,3.51f0.05,1.39i.k0.03,1.898.h0.125,,5.448.h0.09,4.988.h0.03
18,Oleuropein aglycone**,19.9a 0.2,19.9a 0.2,1.810.04,2.438.h0.09,2.368.h.i0.08,,7.460.18,1.8110.12,3.51f0.05,12.9b0.9,2.44g0.11,,12.080.12,3.778.h0.14
19,Apigenin,28.1 a 0.2,28.1 a 0.2,76.40.8,,4.99e.0.04,,3.18h0.16,1.8110.12,1.2380.173,12.9b0.9,9.490.16,,13.2b0.3,3.778.h0.14
20,Sum of individual biophenols,278  0.4,278  0.4,76.40.8,,153h8,,149h1,179f1,2761,232 1,1031,,443a4,74'1
21,Total biophenols,923a 6,923a 6,172m4,,336i.i2,,3432,630d6,382h6,4098.h1,262*10,,627d5,173m1
22,,,CHETOUI,,,,FOUGI GTAR,FOUGI GTAR,,ZARRAZI GTAR,,,ZARRAZI ZARZIS,ZARRAZI ZARZIS,
23,,,MI3,MI5,MI5,,MI3,,MI5,MI3,MI5,,MI3,,MI5
