,0,1,2,3,4,5,6,7
0,,,Termitomyces robustus,Termitomyces robustus,Tricholoma lobayensis,Tricholoma lobayensis,Volvariella esculenta,
1,Mineral,,Cap,Stalk,Cap,Stalk,Cap,Stalk
2,Chromium,(Cr),1.070,0.260.003,0.760.001,0.560.001,0.800.001,0.250.004
3,,,1.08+0.002,0.270.009,0.790.004,0.570.001,0.810.001,0.260.001
4,Cobalt,(Co),0.150.001,0.090.001,0.570.001,0.250.002,0.160.004,0.140.001
5,,,0.150.001,0.100.003,0.620.004,0.250,0.170.005,0.140
6,Nickel,(Ni),0.630.001,0.200.003,1.020,0.470.004,0.550.001,0.310.002
7,,,0.640.003,0.240.003,1.010.001,0.470.004,0.560.001,0.330.001
8,Zinc,(Zn),5.350.001,11.060.004,14.730.006,39.320.002,6.850.003,31.080.004
9,,,5.500.001,11.200.011,14.990.001,39.560.004,7.150.003,31.120.003
