,0,1
0,,OAV max/OAV mir
1,"2,3-Butanedione",16.0
2,Ethyl cinnamate,4.7
3,3-Methylbutyl acetate,4.7
4,-Damascenone,4.1
5,Butyric acid,4.0
6,2-Methoxyphenol,3.8
7,(E)-Isoeugenol,3.7
8,2-Methoxy-4-vinylphenol,3.5
9,2-Methylpropanol,3.4
10,3-Methyl-1-butanol,3.1
11,Vanillin,2.6
12,Z-Whiskylactone,2.3
13,4-Allyl-2-methoxyphenol,2.3
14,Ethyl lactate,2.2
15,Ethyl isobutyrate,2.2
16,Ethyl 3-methylbutyrate,2.1
17,Ethyl butyrate,1.7
18,Ethyl hexanoate,1.6
19,Ethyl octanoate,1.6
20,y-Nonalactone,1.5
21,-Phenylethanol,1.5
22,Hexanoic acid,1.4
23,Octanoic acid,1.4
24,3-Methylbutyric acid,1.2
25,2-Methylbutyric acid,1.1
26,-lonone,1.0
