,0,1,2,3,4,5,6,7,8,9
0,"Sardina pilchardus (Walbaum,1792) (N=872)","Sardina pilchardus (Walbaum,1792) (N=872)",,,,,,,,
1,Study site/class/number,,Small specimens class,,Medium specimens class,Medium specimens class,,Large specimens class,Large specimens class,Large specimens class
2,Algiers,Size class,Lt<12 cm,,12<Lt<15cm,12<Lt<15cm,,Lt>15 cm,Lt>15 cm,
3,,Number/size class,n=253,,n=222,,,n=20,,
4,,Number/Season,Autumn (n=51),Winter (n=153),,,Spring (n =121),,,Summer (n=170)
5,Total,,N=495,,,,,,,
6,Bejaia,Number/size class,n=148,,n=81,,,n=09,,
7,,Number/Season,Autumn (n=73,Winter (n=69),Winter (n=69),,Spring (n=36),,,Summer (n=60)
8,Total,,N=238,,,,,,,
9,Dellys,Number/size class,n=52,,,n=68,,,n=19,
10,,Number/Season,Autumn (n =39),Winter (n=/),Winter (n=/),,Spring (n=37),Spring (n=37),,Summer (n=63)
11,Total,,N=139,,,,,,,
