,0,1,2,3,4,5,6
0,Keal level:,2400,2800,,3200,3600,4000
1,,,,Feeding Period 1,,,
2,Phyto./Totala,312b,33  2,33  2,36  2,40  2,46  2
3,GLC Chol./Totaic,69  2,67  2,67  2,64  2,60  2,54  2
4,Sitos./Totald,22  2,24  2,24  2,27  2,312,36  3
5,Total/Zake,815,83  2,83  2,808,834,85  5
6,GLC ChoL./Zakf,56  2,56  2,56  2,51  4,50  3,462
7,GLC Chol/Calc.g,76  5,75  3,75  3,72+3,68  2,802
8,,,,Feeding Period 2,,,
9,Phyto./Total,33  2,34  2,34  2,38  3,42  2,47  6
10,GLC Chol./Total,67  2,66  2,66  2,62  3,582,53 6
11,Sitos./Total,23  2,25  2,,29  3,332,387
12,Total/Zak,1084,92  0.3,92  0.3,86  11,83  4,83  5
13,GLC Chol./Zak,701,602,602,53  4,48  2,44 8
14,"GLCChol./Calc,",72  1,78  2,,721,762,79  4
