,0,1,2,3
0,Cultivars,Dry matter,Gastric soluble oxalate,Intestinal soluble oxalate
1,,mg/100 g FW),(mg/100 g FW),(mg/100 g FW)
2,G rown in N ew Zealand,,,
3,Hazelnuts(Corylus avellana cv.Barcelona),93.9,212.17.2,187.66.5
4,Hazelnuts (Corylus avellana cv.Tonda Di Giffoni,95.9,265.6  2.2,195.8 3.4
5,Hazelnuts (Corylus avellana cv.Whiteheart,95.2,272.0  5.2,157.26.9
6,Im ported into N ew Zealand,,,
7,Almonds(Prunus am ydalus,95.0,538.89.2,222.7 5.0
8,Brazil nuts (Bertholletia excelsa,97.9,492.0  16.4,304.5 16.1
9,Candle nuts (A leurites m oluccana,96.4,556.820.8,315.97.5
10,Cashew nuts (roasted(Anacardium occidentale,97.8,225.3  6.4,216.87.3
11,Chestnuts (C astanea vesca),70.4,83.97.3,72.33.6
12,Gingko nuts (G inkgo biloba,76.9,205.34.1,156.310.5
13,Pecan nuts (Carya illinoensis,95.6,162.812.5,155.1+32.8
14,Peanuts(roasted(Arachis hypogaea,95.6,147.18.5,115.82.6
15,Spanish peanuts (Arachis hypogaea),95.3,200.1 20.1,173.2+13.7
16,Peanut butter (roasted) (Arachis hypogaea),98.7,158.95.12,129.15.6
17,Pinenuts (Pnus pinea),97.6,496.4  17.8,581.062.0
18,Pistachio nuts (roasted(Pistacia vera,97.9,67.4 3.7,76.5  4.8
19,Coconut (dessicated) (C ocos nucifera),98.0,6.60.7,a
