,0,1,2,3
0,Plant foods,Treatment,Effects,Ref.
1,,conditions,,
2,Yam tubers,Boiling with water,40-50% soluble,Wanasundera
3,,at1:1 ratio for 30,oxalate by boiling,and Ravindran
4,,min,,(1992)
5,,Steaming for 15,20-25% soluble,
6,,min,oxalate,
7,Japanese taro,Boiling peeled and,64-77% total,Catherwood
8,corms-4,cubed taro corms,oxalate,et al.2007
9,cultivars,for 40 min,all detectable,
10,,,soluble oxalate,
11,Vegetables (Beet,Boiling or,By boiling,Chai and
12,"roots, broccoli",steaming,30-87% soluble,Liebman
13,"Brussels sprouts,",12 min for beet,oxalate,(2005b)
14,"carrots, potatoes,","roots, broccoli,",By steaming:,
15,"rhubarb stalks,","Brussels sprouts,",4253% soluble,
16,"spinach, and red","carrots, spinach,","oxalate in carrots,",
17,and green Swiss,and red and green,green Swiss chard,
18,chard leaves),Swiss chard leaves,leaves and,
19,,15 min for,spinach;  5-19%,
20,,rhubarb stalks,soluble oxalate in,
21,,45 min for,the other,
22,,potatoes,vegetables,
23,Amaranthus spp.,Boiling for 15 min,93%soluble,Pingle and
24,leaves,,oxalate,Ramasastri
25,,,,(1978)
26,Limnophila,Boiling for 10 min,58-70%soluble,Wanyo et al.
27,aromatica and,,oxalate,(2020)
28,L. geoffrayi,,,
29,Spinach,Cooking at 60C, 28% soluble,Wang et al.
30,,for 30 s,oxalate,(2018)
31,,Boiling at 100 C,73% soluble,
32,,for 3 min,oxalate,
33,"Spinach, carrots",Cooking for,50-66%soluble,Akhtar et al.
34,,12-15 min,oxalate,(2011)
35,"Red beans,",Boiling for 2 h,40-76% soluble,
36,"soybeans, white",,oxalate,
37,beans,,,
38,12 Thai leafy,Boiling for 212,21-76% total,Judprasong
39,"vegetables,",min,oxalate,et al.(2006)
40,flowers and fruit,,30-67% soluble,
41,,,oxalate,
42,Red kidney bean,Boiling for 60 min,19% soluble,
43,,,oxalate,
44,,,21% total,
45,,,oxalate,
46,Oca,Boiling for 10-20,No changes in,Sangketkit et al.
47,,min,soluble oxalate,(2001)
