,0,1,2,3,4,5,6
0,,Total (cap/day),Agricultural production,Postharvest,Processing,Distribution,Households
1,Macronutrients,,,,,,
2,Energy (kj) (kcal),4268 (1020),39,6,15,6,33
3,Total proteins (g),70.7,18,3,16,8,55
4,Vegetal proteins (g),21.8,41,7,14,6,32
5,Animal proteins (g),48.9,8,1,17,10,65
6,Total fat (g),37.1,47,8,15,5,25
7,Saturated fat (g),10.3,44,4,13,6,33
8,Monounsaturated fat (g),14.5,46,8,17,5,24
9,Polyunsaturated fat (g),8.9,51,13,13,5,18
10,Cholesterol (mg),87.2,25,4,17,15,39
11,Carbohydrates (g),130,36,6,15,5,38
12,Sugars (g),56.6,52,8,6,5,29
13,Starch (g),73.3,24,4,22,5,44
14,Dietary fiber (g),21.8,50,11,9,5,25
15,Sodium (mg),1930,52,11,10,4,24
16,Potassium (mg),2300,47,10,10,8,25
17,Calcium (mg),332,42,7,10,6,35
18,Magnesium (mg),230,53,8,10,6,23
19,Phosphorous (mg),661,40,6,14,8,31
20,Iron (mg),8.7,43,8,13,7,28
21,Zinc (mg),5.1,41,6,14,8,30
22,Vitamins,,,,,,
23,Vitamin A (mcg),975,49,16,3,11,22
24,Retinoids (mcg),48.6,32,17,13,8,44
25,Carotenoids (mcg),5560,50,17,3,11,20
26,Vitamin D (meg),1.2,27,1,19,21,32
27,Vitamin E (mg),11.2,64,13,8,4,12
28,Thiamin (mg),1.0,44,7,13,8,28
29,Riboflavin (mg),0.7,39,7,12,8,34
30,Niacin (mg),11.9,33,6,18,11,33
31,Vitamin B-6 (mg),1.4,43,9,13,9,27
32,Vitamin B-9 (mcg),245,49,11,8,7,24
33,Vitamin B-12 (mcg),2.4,30,1,18,19,32
34,Vitamin C (mg),117,50,14,6,8,23
35,Average (%),,41,7,13,8,30
