,0,1,2,3,4,5,6,7,8,9,10
0,Sample Sets,Parameters,MP,EP,PP,BP,BzP,BPA,BPS,BPF,BPAF
1,,Average [ng mL],0.69,0.12,0.21,0.03,n/a,1.62,0.08,n/a,0.07
2,,Median [ng mL],0.40,0.11,0.18,0.03,n/a,1.48,0.05,n/a,0.05
3,,Minimum [ng mL],0.24,LOQ,0.08,<LOD,<LOD,<LOD,<LOQ,<LOD,LOQ
4,"Sampling point No. 1, free analytes",1-st quartile [ng mL],0.31,0.16,0.13,<LOQ,<LOD,<LOQ,0.04,<LOD,LOQ
5,"Sampling point No. 1, free analytes",3-rd quartile [ng mL],0.55,0.16,0.26,<LOQ,LOQ,2.82,0.11,<LOD,0.10
6,,Maximum [ng mL],4.83,0.31,0.48,0.08,<LOQ,4.85,0.40,<LOD,0.12
7,,Samples  LOQ [%],100.0,76.2,100.0,14.3,0.0,71.4,95.2,0.0,33.3
8,,Samples  LOD [%],100.0,100.0,100.0,95.2,28.6,76.2,100.0,0.0,100.0
9,,Average [ng mL],1.02,0.32,0.25,0.04,n/a,1.91,0.16,n/a,0.07
10,,Median [ng mL],0.57,0.17,0.24,0.03,n/a,1.90,0.07,n/a,0.05
11,,Minimum [ng mL1],0.20,<LOQ,0.09,<LOQ,<LOD,<LOD,0.04,<LOD,<LOQ
12,"Sampling point No. 1, total analytes",1-st quartile [ng mL],0.39,0.11,0.16,<LOQ,<LOD,<LOQ,0.06,<LOD,<LOQ
13,"Sampling point No. 1, total analytes",3-rd quartile [ng mL],1.17,0.24,0.35,<LOQ,<LOQ,3.29,0.12,<LOD,0.10
14,,Maximum [ng mL],5.70,1.68,0.43,0.09,<LOQ,4.86,0.84,<LOD,0.14
15,,Samples  LOQ [%],100.0,95.2,100.0,14.3,0.0,66.7,100.0,0.0,38.1
16,,Samples  LOD [%],100.0,100.0,100.0,100.0,42.9,76.2,100.0,0.0,100.0
17,,Average [ng mL],1.37,0.19,0.59,0.03,n/a,0.99,0.06,n/a,0.06
18,,Median [ng mL],0.37,0.10,0.20,0.03,n/a,0.32,0.05,n/a,0.05
19,,Minimum [ng mL],0.22,<LOQ,0.10,<LOD,<LOD,<LOD,<LOQ,<LOD,<LOQ
20,"Sampling point No. 2, free analytes",1-st quartile [ng mL],0.27,<LOQ,0.11,< LOQ,<LOD,<LOD,0.04,<LOD,<LOQ
21,"Sampling point No. 2, free analytes",3-rd quartile [ng mL],0.71,0.16,0.37,<LOQ,<LOD,1.76,0.07,<LOD,<LOQ
22,,Maximum [ng mL],13.21,1.47,4.46,0.07,<LOQ,2.78,0.15,<LOD,0.13
23,,Samples  LOQ [%],100.0,61.9,100.0,9.5,0.0,47.6,85.7,0.0,14.3
24,,Samples  LOD [%],100.0,100.0,100.0,90.5,23.8,61.9,100.0,0.0,100.0
25,,Average [ng mL1],1.52,0.27,0.64,0.04,n/a,1.41,0.20,n/a,0.07
26,,Median [ng mL1],0.52,0.14,0.22,0.03,n/a,1.73,0.08,n/a,0.05
27,,Minimum [ng mL],0.21,<LOQ,0.10,< LOQ,<LOD,<LOD,<LOQ,<LOD,<LOQ
28,"Sampling point No. 2, total analytes",1-st quartile [ng mL],0.38,0.09,0.17,< LOQ,<LOD,<LOQ,0.05,<LOD,<LOQ
29,"Sampling point No. 2, total analytes",3-rd quartile [ng mL],0.74,0.29,0.36,<LOQ,<LOQ,2.52,0.12,<LOD,0.10
30,,Maximum [ng mL],13.98,1.53,4.25,0.09,<LOQ,3.34,1.27,<LOD,0.15
31,,Samples  LOQ [%],100.0,85.7,100.0,23.8,0.0,57.1,95.2,0.0,28.6
32,,Samples  LOD [%],100.0,100.0,100.0,100.0,42.9,76.2,100.0,0.0,100.0
