,0,1,2,3,4,5,6
0,variety,potato section,section No.,fructose,glucose,sucrose,total
1,Superior,Peel A,PA1,68315,7231,33311,1739
2,,Peel B,PB1,5117,5667,29016,1367
3,,Peel C,PC1,4337,66210,427 4,1521
4,Superior,Cortex A,CA1,10005,106010,3087,2366
5,,Cortex B,CB1,80510,9892,26713,2060
6,,Cortex C,CC1,5768,8134,4438,1832
7,Atlantic,Cortex B,CD1,1435,1118,82310,1077
8,Goun,Cortex B,CD2,11312,76.52.3,7336,922
9,K1,Cortex B,CD3,1218,13010,63614,886
10,K20,Cortex B,CD4,2876,3265,1738,786
11,K30,Cortex B,CD5,2487,2108,4246,882
12,Atlantic,Whole,PW1,38810,46811,63123,1487
13,Goun,Whole,PW2,1198,1081,6818,908
14,K1,Whole,PW3,33219,5943,2325,1159
15,K20,Whole,PW4,21610,1973,6022,1014
16,K30,Whole,PW5,37417,40017,2218,995
