,0,1
0,GC-MS/PTRI measurements 813,L
1,GC/MS 28,
2,GC/SCD 28,Lactuca sativa 637
3,Genetic variability 589,LC-MS 364
4,Genetically modified organisms 628,Lead S31
5,Genotypes 572,Lectins 284
6,Geographical influence 420,Legume 284
7,Germ S38,Legume seeds 340
8,Germination 277,Lentils 277
9,Girard's T reagent 28,Lettuce 637
10,Glycemic index 372,Linamarase 388
11,Glycemic load 372,"Linamarin 388, 556"
12,GMO 628,Lipid composition 727
13,Grape products 396,Lipid distribution 628
14,Grape seed 41,Lipid peroxidation 118
15,Grape skin 41,Lipids 620
16,Grapefruit juice 157,Liquid chromatography-mass spectrometry 150
17,"Grapes 396,687",Litchi 655
18,Green mussels 88,Lizard meat 711
19,Greenhouse 637,Location 461
20,Growing environment 188,Longan 655
21,,Low-income family S22
22,H,Lychee 655
23,,"Lycopene 1, 664"
24,Habbat Al-Baraka 167,Lycopersicon esculentum 771
25,Hazelnut 681,
26,Headspace analysis 822,M
27,Helix aspersa maxima 212,
28,Heme iron 384,Magnesium S53
29,"Herbs S53, 405, 531",Man shannu 704
30,Heterocyclic groups volatile compound 822,Manganese S53
31,Hexane 778,Mangroves 284
32,Hibiscus sabdariffa 778,Manicoba 579
33,High tunnels 771,MAOI drugs S58
34,Hirsutella sinensis 800,Margarine 55
35,HPLC determination 141,Marshall Islands 484
36,"HPLC88.118.196,205.484,612.771,831",Mate (Ilex paraguariensis) 538
37,HPTLC 118,Meats 831
38,Human consumption 752,Melipona subnitida 507
39,Human health 241,Mercury S31
40,Hummayd 552,Metabolites 579
41,,Metrology in chemistry 784
42,,Microemulsion 76
43,,Micronesia 484
44,Infant foods 59,Microwave cooking 806
45,Inflammation 405,Microwave roasting 330
46,INFOODS 477,"Milk 67,76"
47,Inorganic 20,Millennium Development Goals 477
48,iNOS 405,"Minerals 434, 552, 655, 850"
49,Insoluble dietary fibre 59,Momordica cochinchinensis Spreng 664
50,International food composition tables 420,Morinda citrifolia L. 645
51,Inuit 495,Moringa leaves 544
52,Ionic strength 466,Multi-year FNDDS S7
53,IPGRI 477,Multivitamin 453
54,Iron S53,Muscadine 41
55,ISE 225,Muscle 127
56,Isolation 531,Mushrooms 800
57,,Mycelia 800
58,J,
59,,N
60,Jack bean 512,
61,,National Fluoride Database S45
62,,Natural matrix reference materials 241
63,,NHANES S108
64,Kernels 330,Niacin 311
65,Kinetic models 252,Nigella sativa 167
66,Konzo 388,Nigeria 704
67,Kovats index system 813,Ninhydrin method 112
