,0,1,2,3,4,5,6,7,8,9
0,Nutrients analysed,Unit,p-value,SEMb,,,l00 g edible portion of LEAN Lamb7% SCF,l00 g edible portion of LEAN Lamb7% SCF,,
1,,,,,Raw (n=6),,,Cooked n=6,,
2,,,,,Shoulder,Loin,Leg,Shoulder,Loin,Leg
3,Proximate analysis,,,,,,,,,
4,Moisture,g,0.054,0.624,70.8,70.1,73.7,66.8,63.5,66.0
5,Protein (N  6.25),g,0.007,0.591,18.0a,17.8a,19.0a,23.1b,27.8c,24.5b
6,Fat,g,0.007,0.681,9.63b,11.25b,6.15a,9.86b,7.80a,7.67a
7,Ash,,0.824,0.503,2.93,2.65,3.06,0.95,1.19,1.05
8,Food energy (calculated),kJ,0.059,28.0,662,718,552,757,755,723
9,Minerals,,,,,,,,,
10,Magnesium (Mg),mg,0.545,2.182,13.9,22.7,23.8,18.0,24.2,22.9
11,Potassium (K),mg,0.340,36.9,201,323,351,261,330,303
12,Sodium (Na),mg,0.716,13.53,67.9,100.7,81.6,68.9,83.3,61.8
13,Zinc (Zn),mg,0.470,0.419,1.99,2.05,2.71,1.24,2.20,1.71
14,Iron (Fe),mg,0.564,0.340,0.75,0.99,1.14,,0.62,1.20
15,Vitamins,,,,,,,,,
16,Thiamin (B),mg,0.682,0.026,0.11,0.09,0.10,0.03,0.04,0.06
17,Riboflavin (B),mg,0.700,0.023,0.09,0.08,0.09,0.04,0.07,0.05
18,Niacin (B,mg,0.807,0.416,1.70,1.02,1.71,1.37,1.25,1.63
19,Pyridoxine (B),mg,0.101,0.089,0.26,0.32,0.64,0.12,0.13,0.10
20,Cyanocobalamin(B2),ug,0.768,0.779,4.02,3.61,3.00,0.83,0.91,1.05
21,Lipidsc,,,,,,,,,
22,Saturated fatty acids,,,,,,,,,
23,14:0,g,0.093,0.097,0.62,0.69,0.39,0.59,0.42,0.50
24,16:0,g,0.020,0.236,2.50b,2.67b,1.50a,2.05a,1.92a,2.00a
25,18:0,g,0.001,0.140,1.64b,1.86b,0.01b,0.78a,0.02b,1.27b
26,20:0,g,0.034,0.006,0.03a,0.03a,0.01b,0.01b,0.02b,0.03a
27,Monounsaturated fatty acids,,,,,,,,,
28,16:1,g,0.100,0.026,0.21,0.21,0.14,0.22,0.17,0.18
29,18:1n9t,g,0.076,0.057,0.33,0.42,0.19,0.22,0.01,0.18
30,18:1n9c,g,<0.001,0.200,3.53c,3.70c,2.14a,2.60b,2.63b,2.70b
31,Polyunsaturated fatty acids,,,,,,,,,
32,18:2n6t,g,0.567,0.005,0.03,0.02,0.02,0.02,0.02,0.02
33,18:2n6c,g,0.069,0.033,0.28,0.29,0.17,0.20,0.24,0.23
34,Cholesterol,mg,0.857,6.26,64,62,63,85,86,92
