,0,1,2,3,4,5,6,7,8,9,10
0,,4OH-GB,GE,GR,GI,sum,4OH-GB,GE,GR,GI,sum
1,references,% [g / 100 g dry weight],% [g / 100 g dry weight],,,,,,,,
2,seeds ndfg,0.50,0.69,2.52,0.96,4.7,,,,,
3,sprouts fapp,0.49,0.20,2.67,0.93,4.3,,,,,
4,florets fopp,0.23,<LOD,0.58,0.10,0.9,,,,,
5,BBDS,% [g / 100 g capsule content],% [g / 100 g capsule content],,,,[mg / capsule],,,,
6,#01,0.16,0.33,1.29,0.05,1.8,0.74,1.51,5.91,0.24,8.4
7,#02,0.59,0.87,2.73,1.47,5.7,3.17,4.67,14.67,7.89,30.4
8,#03,0.09,<LOD,0.27,0.20,0.56,*,*,*,*,*
9,#04,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD
10,#05,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD,<LOD
11,#06,<LOD,<LOD,0.13,0.13,0.26,<LOD,<LOD,0.50,0.50,1.0
12,#07,0.80,1.53,5.62,0.18,8.1,3.53,6.74,0.95,0.78,35.8
13,#08,0.09,<LOD,0.19,0.06,0.34,0.45,<LOD,0.95,0.32,1.72
14,#09,0.47,0.95,3.47,0.09,5.0,1.99,4.01,14.69,0.38,21.1
15,#10,0.49,0.93,3.46,0.11,5.0,2.30,4.40,16.35,0.50,23.6
16,#11,1.75,0.08,0.19,<LOD,2.0,12.4,0.54,1.37,<LOD,14.4
17,#12,0.20,0.43,1.56,0.06,2.3,0.89,1.91,7.02,0.25,10.1
18,#13,0.54,0.20,0.54,1.1,2.4,2.27,0.85,2.28,4.65,10.1
19,#14,<LOD,<LOD,<LOD,<LOD,<LOD,*,*,*,*,*
