,0,1,2,3,4,5,6,7,8,9,10,11
0,Country,Age of babies,Number of,Analytes,Form of,LOD[ng,DF,AV[ng,MED [ng,Range,Range,Reference
1,,,participants,,analytes,mL'],[%],mL'],mL'],,,
2,,,,,,,,,,<LOQ-,<LOQ-,
3,,,,,,,,,,29.6,,
4,,,,PP,,10*,100,<10,,<LOQ,<LOQ,
5,,,,BP,,3*,25,5.7,,<LOD-8.1,<LOD-8.1,
6,,,,BPA,,0.19,76,1.62,1.48,4.85,<LOD,
7,,,,MP,,0.02,100,0.69,0.40,0.24  4.83,0.24  4.83,
8,Poland,3to6w,21,EP,free,0.02,100,0.12,0.11,<LOQ,<LOQ,Present study
9,Poland,3to6w,21,EP,free,0.02,100,0.12,0.11,0.31,,Present study
10,,,,PP,,0.02,100,0.21,0.18,0.08,-0.48,
11,,,,BP,,0.02,95,0.03,0.03,<LOD,<LOD,
12,,,,BP,,0.02,95,0.03,0.03,0.08,,
13,,,,BPA,,0.19,76,1.91,1.90,<LOD,<LOD,
14,,,,BPA,,0.19,76,1.91,1.90,4.86,,
15,,,,MP,,0.02,100,1.02,0.57,0.20  5.70,0.20  5.70,
16,Poland,3to6w,21,EP,total,0.02,100,0.32,0.17,1.68,<LOQ,Present study
17,,,,PP,,0.02,100,0.25,0.24,0.09  0.43,0.09  0.43,
18,,,,BP,,0.02,100,0.04,0.03,<LOQ,<LOQ,
19,,,,BP,,0.02,100,0.04,0.03,0.09,,
20,,,,BPA,,0.19,62,0.99,0.32,2.78,<LOD,
21,,,,MP,,0.02,100,1.37,0.37,0.22  13.21,0.22  13.21,
22,Poland,3m,21,EP,free,0.02,100,0.19,0.10,1.47,<LOQ,Present study
23,,,,PP,,0.02,100,0.59,0.20,0.10  4.46,0.10  4.46,
24,,,,BP,,0.02,91,0.03,0.03,<LOD-,<LOD-,
25,,,,BP,,0.02,91,0.03,0.03,0.07,,
26,,,,BPA,,0.19,76,1.41,1.73,<LOD-,<LOD-,
27,,,,BPA,,0.19,76,1.41,1.73,3.34,,
28,,,,MP,,0.02,100,1.52,0.52,0.21 -13.98,0.21 -13.98,
29,Poland,3m,21,EP,total,0.02,100,0.27,0.14,1.53,<LOQ-,Present study
30,,,,PP,,0.02,100,0.64,0.22,0.10  4.25,0.10  4.25,
31,,,,BP,,0.02,100,0.04,0.03,0.09,<LOQ -,
