,0,1,2,3,4,5,6,7,8,9,10,11
0,Iron (Fe),,,,,,Zinc(Zn),,,,,
1,Variety,Hazy,Giy,Emp,Rood,Mean (var),Variety,Hazy,Giy,Emp,Rood,Mean (var
2,W_119,1.60,1.12,1.77,0.54,1.26  0.55,Beauregard,0.90,0.68,0.82,0.38,0.69  0.23
3,Impilo,1.57,0.75,1.54,0.92,1.17  0.45,2001_5_2,0.85,0.57,0.85,0.59,0.67  0.13
4,1999_1_7,0.96,1.04,1.67,0.92,1.15  0.35,Excel,0.85,0.71,0.61,0.39,0.64  0.19
5,Serolane,0.36,1.18,1.38,0.41,0.99  0.42, Khano,0.80,0.68,0.63,0.51,0.64  0.12
6,Resisto,0.36,0.96,0.92,0.88,0.91  0.33,Serolane,0.85,0.68,0.64,0.32,0.62  0.22
7,Monatea,0.71,0.70,1.39,0.84,0.84  0.44,Resisto,0.71,0.70,0.55,0.45,0.60  0.13
8,Khano,0.42,1.17,1.28,0.51,0.81  0.23,W_119,0.64,0.77,0.62,0.37,0.60  0.17
9,Excel,0.85,0.62,1.12,0.66,0.81  0.33,Ndoua,0.65,0.73,0.65,0.32,0.60  0.18
10,2001_5_2,0.80,0.95,1.13,0.37,0.80  0.37,Impilo,0.70,0.60,0.67,0.37,0.60  0.15
11,Blesboka,0.72,0.60,1.33,0.53,0.78  0.28,1999_1_7,0.58,0.47,0.57,0.40,0.56  0.14
12,Beauregard,0.60,0.84,1.34,0.24,0.76  0.46,Monatea,0.58,0.47,0.57,0.51,0.53  0.05
13,Ndoua,0.32,1.11,1.14,0.36,0.73  0.45,Blesboka,0.63,0.50,0.49,0.37,0.510.10
14,Mean (site),0.83 bc,0.98 b,1.34 a,0.59 c,,Mean (site),0.73 a,0.63 b,0.64 b,0.42 c,
15,Overall mean,,,,,0.93,Overall mean,,,,,0.60
16,P-Value (var),,,,,0.191,P-Value (var),,,,,<0.149
17,P-Value (site),,,,,<0.001,P-Value (site),,,,,<0.001
18,LSD (var),,,,,ns,LSD (site),,,,,ns
19,LSD (site),,,,,0.24,LSD (site),,,,,0.0755
20,CV%,,,,,31.1,CV%,,,,,15.1
