,0,1,2,3,4,5
0,,,TAs,Pb,Al,iAs
1,NIST SRM 1548a,Measured,0.1980.001,0.0490.002,72.3  0.3,
2,,Certified,0.2  0.01,0.044  0.009,72.4  1.52,
3,NIST SRM 1598a,Measured,0.262  0.007,,4.54  0.11,
4,,Certified,0.29  0.03,,4.4  1.0,
5,IRMM 804,Measured,0.0502  0.002,0.414  0.012,,
6,,Certified,0.049  0.005,0.42  0.07,,
7,NMIJ CRM 7503,Measured,0.0986  0.0001,,,
8,,Certified,0.098  0.007,,,
9,NMIJ CRM 7503-a,Measured,,,,0.0870  0.0003
10,,Certified',,,,0.0841  0.0068
11,NMIJ CRM 7405-a,Measured,,,,10.2  0.2
12,,Certified#,,,,10.1  0.5
