,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Pandanus cultivar,Sourceb,Ne,Color of fleshd,-Carotene,-Caro,-Crypto,B-Carotene,REf,RAES,Lut,Zeaxan,Lycopene,Total,Water
1,and other itemsa,,,,,tene,xanthin,eqe,,,ein,thin,,carotenoidh,%
2,Juaipwehpwi,Mwoakilloa,1,Yellow/OrangeY/O,370,60,<10,405,68,34,170,390,na,990,77
3,Luarmwei,Mwoakilloa,Y/O,Y/O,310,50,20,345,58,29,110,290,na,5200,82
4,Binu-Dolongahai,Kapinga,10,"Y/0:5-14,mostly 9",300,50,20,335,56,28,130,220,,2510,80
5,Nehnkedaki,Mwoakilloa,6Y/O,6Y/O,290,60,20,330,55,28,150,140,na,1930,79
6,Kipar en Majal,Mwoakilloa,"7Y/0:8-11,mostly 8","7Y/0:8-11,mostly 8",280,10,20,295,49,25,20,110,j,1470,79
7,Mwajak,Mwoakilloa,"6Y/0:9-14,mostly 10","6Y/0:9-14,mostly 10",250,10,10,260,43,22,20,160,j,1670,80
8,Jorum,Mwoakilloa,"6Y/0:9-11,mostly 9","6Y/0:9-11,mostly 9",240,40,<10,265,44,22,180,160,j,1500,80
9,Mehkilkil,Mwoakilloa,7,Y/05-9.mixture,190,30,<10,210,35,18,90,j,j,1510,82
10,Doapwoadin,Mwoakilloa,,"Y/0:3-14,mixture",180,20,10,195,33,16,70,110,j,1170,78
11,Binu-Dalinga,Kapinga,6,"Y/0:8-14,mostly 9",180,10,10,190,32,16,40,100,j,1920,79
12,En Kehlen,Mwoakilloa,"6Y/0:9-14,mostly 9","6Y/0:9-14,mostly 9",110,<10,20,125,21,10,40,20,j,1100,81
13,Dried pandanus,Marshall,,Dark brown,1400,120,na,1460,243,122,1420,2680,na,5620,nak
14,"paste,mokwan",Islands,,,,,,,,,,,,,
15,"Garlic pear,apuch",Mortlocks,,Orange:6-100%,1070,10,10,1080,180,90,30,20,40,1460,83
