,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,,DM,SSC,TA,Sugars,,,,,Organic acids,,,,SA,Vitamin C,,
1,,,,,,SUC,GLU,FRU,SOR,Total,CIT,MAL,QUI,Total,,AA,DHA,Total
2,Flesh color,Red,13.8,12.4,0.42,7.04,0.78,1.22,0.33,9.37,0.14,0.39,0.19,0.73,7.7,6.92,1.44,8.36
3,,Red,14.6,12.9,0.87,6.10,0.87,1.34,0.45,8.76,0.30,0.71,0.14,1.15,7.7,9.43,2.24,11.67
4,,P,ns,ns,***,**,ns,ns,ns,ns,***,***,***,***,***,***,***,***
5,Cultivar,IB,11.8 ef,10.8 ef,0.40 f,6.32 c,0.57 g,0.91 i,0.22 e,8.02 cde,0.16 cd,0.33 e,0.18 def,0.76 fg,11.9 d,6.03 de,1.07 fg,7.1 g
6,,IS,17.0 ab,15.2 b,0.39 f,8.76 a,0.92 bc,1.44 b,0.32 d,11.44 a,0.03 f,0.51 d,0.22 b,0.76 fg,8.3 e,7.48 d,2.04 bc,9.52 de
7,,M1,15.9 bc,13.9 c,0.86 b,6.13 c,1.05 a,1.54 a,0.75 b,9.47 b,0.30 b,0.67 b,0.17 f,1.14 bc,8.3 e,11.47 a,2.64 a,14.11 a
8,,M3,14.8 cd,13.2 cd,0.92 a,6.47 c,0.82 d,1.35 cd,0.36 d,9.00 bc,0.36 a,0.70 ab,0.13 gh,1.19 ab,7.6 e,11.17 a,2.42 ab,13.6 ab
9,,ML,12.5 e,11.2 e,0.96 a,5.19 d,0.74 e,1.20 ef,0.16 efg,7.29 ef,0.36 a,0.74 a,0.14 g,1.21 a,6.0 f,6.06 de,1.88 cd,7.93 efg
10,,MN,15.2 cd,13.3 cd,0.73 c,6.61 c,0.86 cd,1.27 de,0.54 c,9.29 b,0.16 cd,0.74 a,0.14 g,1.05 d,8.9 e,9.02 c,0.99 fg,7.75 fg
11,,ND,12.7 e,11.6 e,0.39 f,6.35c,0.96 b,1.41 bc,0.19 ef,8.92 bcd,0.17 cd,0.33 e,0.14 g,0.64 i,13.9 bc,6.76 de,0.99 fg,7.75 fg
12,,NJ,10.5 g,9.1 g,0.31 g,4.16 e,0.85 cd,1.30 d,0.09 g,6.40 f,0.19 c,0.34 e,0.21 bc,0.74 gh,8.7 e,4.08 f,0.92 g,5.00 h
13,,NN,14.4 d,13.8 cd,0.31 g,8.67 a,1.06 a,1.46 ab,0.12 efg,11.31 a,0.10 e.,0.27 f,0.26 a,0.64 i,17.7 a,7.47 d,1.44 def,8.91 ef.
14,,RB,15.3 cd,13.5 cd,0.54 d,6.83 bc,0.95 b,1.14 fg,0.42 d,11.51 a,0.15 d,0.49 d,0.17 ef,0.86 e,12.0 d,5.60 e,1.57 cde,7.16 g
15,,RL,18.0 a,16.3 a,0.49 de,8.65 a,0.67 f,1.14 fg,1.05 a,11.51 a,0.14 d,0.52 d,0.19 cd,0.86 e,13.5 c,10.44 ab,1.97 bc,12.41 bc
16,,SF,14.3 d,12.8 d,0.78 c,6.8 bc,0.63 fg,1.1 gh,0.09 fg,9.07 b,0.32 b,0.6 c,0.16 f,1.08 cd,8.4 e,9.39 bc,2.03 bc,11.42 c
17,,SR,11.2 fg,10.0 f,0.25 h,6.22 c,0.63 fg,1.03 h,0.09 fg,7.98 de,0.09 e,0.26 f,0.19 de,0.54 j,14.7 bc,5.62 e,1.37 efg,6.61 g
18,,Ss,12.5 e,11.5 e,0.24 h,7.64 b,0.6 g,0.89 i,0.22 e,9.35 b,0.05 f,0.27 f,0.18 def,0.50 j,18.6 a,6.31 de,1.37 efg,7.68 fg
19,,P,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
