,0,1,2,3
0,No,"Fatg/100g,meanSD,N=10","Fatg/100g,meanSD,N=10",
1,,Direct extraction,Acid hydrolysis,Alkaline hydrolysis
2,1,4.650.02,4.970.01,5.070.02
3,2,5.010.02,5.100.02,5.060.01
4,3,6.030.02,6.370.04,6.380.12
5,4,6.22  0.03,6.370.04,6.400.10
6,5,7.430.02,8.920.02,9.190.01
7,6,14.550.01,14.760.01,15.050.11
8,7,15.720.01,16.970.02,17.500.02
9,8,17.520.01,17.670.02,17.600.01
10,9,19.200.02,19.340.02,20.000.10
11,10,19.720.02,21.350.01,21.800.02
12,11,20.360.02,21.020.02,21.000.27
13,12,20.45 0.02,20.640.01,20.530.03
14,13,21.470.01,22.880.01,22.270.03
15,14,21.490.02,21.760.01,21.760.16
16,15,22.17 0.02,22.520.01,21.740.02
17,16,41.44  0.03,41.52  0.02,41.640.03
