,0,1,2,3
0,Compound,Berry in,Berry in,Berry in
1,,green,veraison,purple
2,Phenolic acids,,,
3,Gallic acid,ND,ND,ND
4,Caftaric acid,5.41  0.54b,7.75  0.76a,7.99  0.59a
5,Coutaric acid,32.54 ,50.15 ,50.38 
6,,0.62b,0.55a,0.40a
7,Total phenolic acid content,37.95 ,57.89 ,58.37 
8,,0.10b,1.31a,0.39a
9,Flavonols,,,
10,Myricetin-3-glucoside,5.150.21,24.19 ,45.19 
11,Quercetin-3-rhamnose-,13.03 ,24.19 ,45.19 
12,glucuronide,0.65c,1.02b,1.20a
13,Quercetin-3-rhamnoside,2.270.07,12.22 ,33.31 
14,,,0.38b,1.76a
15,Total flavonol content,20.45 ,43.48 ,86.85 
16,,0.73c,1.05b,0.47a
17,Flavanols,,,
18,(+-Gallocatechin,3.760.25,13.90 ,17.37 
19,,,0.65b,0.56a
20,Proanthocyanidin dimer B3,76.00,121.79 ,99.25 
21,,1.70c,0.56a,1.73b
22,(-)-Epigallocatechin,1.80  0.79b,1.38  0.29b,3.67  0.20a
23,Proanthocyanidin tetramer-1,0.980.03,3.270.13b,5.590.37
24,Proanthocyanidin dimer B1,954.71 ,1124.59 ,958.58 
25,,39.46b,2.31a,16.17b
26,(+)-Catechin,41.95 ,106.90 ,121.26 
27,,1.91c,1.05b,2.62a
28,Proanthocyanidin trimer-1,48.65 ,98.74 ,114.84 
29,,2.01c,1.98b,1.23a
30,Proanthocyanidin tetramer-2,172.19 ,335.99 ,416.09 
31,,7.90c,1.41b,4.80a
32,Proanthocyanidin dimer B4,6.800.18c,17.82 ,20.22 
33,,,0.13b,0.36a
34,(-)-Epicatechin,28.23 ,48.73 ,48.84 
35,,1.85b,0.97a,0.23a
36,Proanthocyanidin trimer-2,12.57 ,32.22 ,39.55 
37,,0.98c,0.50b,0.70a
38,Proanthocyanidin trimer-3,7.030.41c,20.28 ,24.37 
39,,,0.12b,0.55a
40,Proanthocyanidin dimer B2,3.40  0.29c,6.12  0.06b,7.28  0.61a
41,Proanthocyanidin tetramer-3,3.370.41,7.250.15b,13.33 
42,,,,0.18a
43,)-Epicatechin gallate,1.14 0.99c,5.07  1.28b,7.270.15a
44,Total flavanol content,1362.59 ,1944.07,1897.52 
45,,56.77b,7.04a,19.07a
46,Anthocyanins,,,
47,"Malvidin-3,5-diglucoside",ND,3.31  0.16b,10.45 
48,,,,4.21a
49,Peonidin-3-glucoside,ND,4.77  0.21b,11.35 
50,,,,0.21a
51,Malvidin-3-glucoside,ND,2.34  0.08b,5.37  0.30a
52,"Peonidin-3-6""-p-coumaroyl",ND,0.50  0.02b,1.140.02
53,glucoside-5-glucoside,,,
54,"Malvidin-36""-p-coumaroyl-",ND,9.85  0.43b,22.26 
55,glucoside-5-glucoside,,,0.35a
56,Cyanidin-3-glucoside,ND,1.35  0.09b,2.93 0.08a
57,Petunidin-3-glucoside,ND,1.12  0.04b,2.62  0.01a
58,"Cyanidin-3-6""-p-coumaroyl-",ND,0.29  0.03b,0.95  0.02a
59,glucoside,,,
60,"Petunidin-36""-p-coumaroyl.",ND,0.47  0.04b,1.480.03
61,glucoside,,,
62,"Peonidin-3-6""-p-coumaroyl-",ND,4.00  0.33b,9.370.19
63,glucoside,,,
64,"Malvidin-3-6""-p-coumaroyl-",ND,5.59 0.23b,15.21 
65,glucoside,,,0.29a
66,Total anthocyanin content,,33.59 ,83.14 
67,,,0.76b,3.98a
68,Total polyphenol content,1420.99 ,2079.04 ,2125.87 
69,,57.48b,9.73a,15.46a
