,0,1,2,3,4,5,6
0,,Men,,,Women,,
1,,"WWEIA, NHANES",HANDLS,Significance,"WWEIA,NHANES",HANDLS,Significance
2,,,-Mean,,,-Mean,
3,,(SE),,,(SE),,
4,All:,,,,,,
5,Total flavonoids,304 (26),198 (10),****,276 (22),250 (35,
6,Anthocyanidins,9.8 (2.1),5.8 (1.0),****,14.0 (2.4),8.1 (0.5),****
7,Flavan-3-ols,258 (25),157 (12,****,228 (21),209 (35),
8,Flavanones,10.9 (1.4),16.0 (2.0),**,11.0 (1.2),13.1 (1.5),
9,Flavones,0.84 (0.08),0.57 (0.07),****,0.84 (0.06),0.69 (0.04),
10,Flavonols,23.0 (1.2),16.9 (0.5),****,21.3 (1.0),18.3 (1.0),
11,Isoflavones,1.11 (0.23),0.87 (0.20),**,1.08 (0.26),1.03 (0.26),
12,30-49 y:,,,,,,
13,Total flavonoids,293 (21),221 (13),***,251 (23),238 (29),
14,Anthocyanidins,8.2 (1.2),6.6 (1.5,****,9.3 (2.0),6.5 (1.3),****
15,Flavan-3-ols,247 (20),177 (15),****,214 (22),203 (29),
16,Flavanones,12.1 (1.7),16.4 (1.7),,7.9 (0.8),10.8 (1.7),
17,Flavones,0.93 (0.12),0.68 (0.10),****,0.64 (0.05),0.59 (0.06),
18,Flavonols,23.8 (1.3),19.1 (0.8),****,18.0 (1.0),16.3(0.9),
19,Isoflavones,0.89 (0.23),1.18 (0.29),,1.21 (0.40),0.62 (0.11),
20,50-64 y:,,,,,,
21,Total flavonoids,386 (59),204 (18),**,254 (29),232 (22),
22,Anthocyanidins,14.0 (4.1),5.9 (0.8),****,18.1 (3.5),9.4 (1.9),****
23,Flavan-3-ols,329 (57),159 (20),**,201 (27),190 (21),
24,Flavanones,11.8 (1.8),18.8 (4.2),****,12.7 (2.4),13.7 (2.6),
25,Flavones,0.95 (0.12),0.63 (0.07),****,0.91 (0.08),0.64 (0.05),
26,Flavonols,28.3 (2.5),18.5 (1.2),****,20.2 (1.5),17.0(1.0,
27,Isoflavones,1.61 (0.59),0.69 (0.25),,0.77 (0.21),1.44 (0.51),
28,<125 % povertye:,,,,,,
29,Total flavonoids,352 (48),238 (55,**,326 (39),209 (9),****
30,Anthocyanidins,9.3 (2.5),5.4 (2.0),****,11.0 (2.2),6.5 (0.7),****
31,Flavan-3-ols,304 (47),200 (56,****,275 (38),164 (12,****
32,Flavanones,12.3 (2.7),12.4 (1.3),***,11.9 (1.6),18.3 (2.7),**
33,Flavones,0.76 (0.12),0.54(0.03),****,0.99 (0.12),0.68(0.10,****
34,Flavonols,25.5 (1.8),19.0 (1.6),****,25.7 (1.8),18.8 (0.8),****
35,Isoflavones,0.63 (0.13),0.82 (0.27),,1.35 (0.25),1.01 (0.22),**
36,>125 % povertye:,,,,,,
37,Total flavonoids,251 (27,224 (34),,253 (21),239 (24),
38,Anthocyanidins,12.9 (4.4),4.2 (0.8),****,13.5 (2.3),8.6 (0.5),****
39,Flavan-3-ols,210 (26),192(35,,207 (20),199 (24),
40,Flavanones,8.8 (1.0),8.9 (2.2),,10.6 (1.4),12.7 (1.4),
41,Flavones,0.65 (0.05),0.47 (0.06),,0.81 (0.06),0.65 (0.06),
42,Flavonols,18.2 (1.1),17.5 (0.6),**,19.3 (1.0),16.3 (0.9),
43,Isoflavones,0.61 (0.24),0.56 (0.18,,1.18 (0.30),1.04 (0.25),
