,0,1,2,3,4,5,6
0,,Nature Made, Nature Made@,Nature Made,Nature Made,Nature Made,CRCH Nature
1,,Essential,Mature,Daily Combo,Daily Combo,Century-ViteTM,Madedefaulta
2,,Balance@,BalanceTM,"with calcium, iron",,,
3,,,,and zinc,,,
4,Frequency of use,251,178,63,38,34,
5,Nutrients,,,,,,
6,Beta-carotene (IU),1250,1980,2500,1000,2000,1648
7,Biotin (mcg),30,30,0,0,30,25
8,Boron (mcg),150,0,0,0,150,76
9,Calcium (mg),100,200,450,0,162,168
10,Chloride (mg),36,72,0,0,72,43
11,Chromium (mcg),25,100,0,0,65,47
12,Copper (mg),2,2,0,0,2,1.6
13,Folic acid (mcg),400,400,400,400,400,400
14,Iodine (mcg),150,150,0,0,150,123
15,Iron (mg),18,0,27,0,18,12
16,Magnesium (mg),100,100,,0,100,82
17,Manganese (mg),2.5,2.5,0,0,3.5,2.1
18,Molybdenum (mcg),25,25,0,0,160,29
19,Niacin (mg),20,20,20,20,20,20
20,Nickel (mcg),5,5,0,0,5,4.1
21,Pantothenic acid (mg),10,20,10,10,10,13
22,Phosphorus (mg),77,48,0,0,109,56
23,Potassium (mg),40,80,0,0,80,48
24,Retinol (IU),3750,4020,2500,4000,3000,3667
25,Selenium (mcg),1.7,3.4,1.7,1.7,1.7,2.2
26,Selenium (mcg),25,50,0,0,20,28
27,Silicon (mg),2,0.01,0,0,2,1
28,Thiamin (mg),1.5,3,1.5,1.5,1.5,2
29,Vanadium (mcg),10,10,0,0,10,8
30,Vitamin B-12 (mcg),6,25,6,6,6,12
31,Vitamin B-6 (mg),2,6,2,2,2,3.3
32,Vitamin C (mg),120,90,60,60,60,96
33,Vitamin D (IU),400,400,400,400,400,400
34,Vitamin E (IU),40,60,30,30,30,44
35,Vitamin K (mcg),25,25,0,0,25,21
36,Zinc (mg),15,15,15,0,15,14
