,0,1,2,3,4,5,6,7,8,9
0,Pink lady,Training,Testing,Organic,Conventional,Overall,Training,Testing,Organic,Conventional
1,PLS-DA,85.3,93.8,87.5,100,PLS-DA,55.9,58.3,58.3,58.3
2,KPLS-DA,91.2,100,100,100,KPLS-DA,89.2,95.8,91.7,100
3,LW-PLSC,88.2,93.8,87.5,100,LW-PLSC,90.2,97.9,95.8,100
4,SVM,88.2,93.8,87.5,100,SVM,88.2,95.8,91.7,100
5,LS-SVM,88.2,93.8,87.5,100,LS-SVM,89.2,95.8,91.7,100
6,SIMCA,85.3,93.8,75,100,SIMCA,70.6,79.2,95.8,66.7
7,LR,85.3,93.8,87.5,100,LR,58.8,60.4,54.2,66.7
8,k-NN,85.3,100,100,100,k-NN,86.3,97.9,95.8,100
9,C4.5,76.5,93.8,87.5,100,C4.5,84.3,87.5,75,100
10,RF,82.4,93.8,87.5,100,RF,90.2,93.8,91.7,95.8
