,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Fruit,N=6,,Cd,,,,Cr,,,,Pb,,
1,,0,,,,,,,,,,,,
2,,,Mean,SD,Min,Max,Mea,SD,Min,Ma,Mea,SD,Min,Max
3,,,,,,,n,,,x,n,,,
4,Apple,5,0.01a,0.01,<0.0,0.01,0.18,0.1,<0.0,0.4,0.29a,0.2,0.01,0.62
5,,,,,01,,a,6,1,0,,7,,
6,Banana,4,0.42a,0.83,<0.0,1.66,1.60,3.0,<0.0,6.1,1.90b,2.5,0.13,5.70
7,,,,,01,,a,1,1,2,,9,,
8,Carrot,5,0.05a,0.10,<0.0,0.20,0.07,0.0,<0.0,0.1,0.51a,0.6,<0.0,1.37
9,,,,,01,,a,7,1,5,,0,1,
10,Coconut,5,<0.00,0.00,<0.0,<0.0,0.15,0.1,<0.0,0.3,0.02a,0.0,<0.0,0.05
11,,,1a,0,01,01,a,9,,8,,2,1,
12,Cucumbe,5,0.004,0.00,<0.0,0.009,0.02,0.0,<0.0,0.0,0.01a,0.0,<0.0,0.03
13,r,,a,4,01,,a,1,1,4,,1,1,
14,Date,5,<0.00,,<0.0,0.001,0.11,0.2,<0.0,0.4,0.56a,0.4,0.06,1.14
15,,,1a,,01,,,0,1,1,,8,,
16,Garden,5,<0.00,,<0.0,<0.0,0.14,0.1,<0.0,0.3,0.25a,0.0,0.21,0.31
17,egg,,1a,,01,01,,4,1,4,,5,,
18,Golden,4,0.002,0.00,<0.0,0.006,0.10,0.0,<0.0,0.1,0.42a,0.4,<0.0,0.89
19,melon,,a,3,01,,a,9,1,9,,7,1,
20,Orange,5,<0.00,,<0.0,<0.0,0.12,0.1,<0.0,0.3,0.38a,0.5,<0.0,1.15
21,,,1a,,01,01,a,6,1,7,,1,1,
22,Pineapple,5,0.41a,0.53,<0.0,1.02,1.50,2.0,0.02,4.7,0.02a,0.0,<0.0,0.08
23,,,,,01,,a,4,,4,,4,1,
24,Tigernut,3,0.05a,0.01,0.04,0.07,0.85,0.4,0.46,1.3,0.28a,0.3,<0.0,0.59
25,,,,,,,a,8,,9,,0,1,
26,Walnut,,0.01,0.01,<0.0,0.02,1.85,3.5,<0.0,7.0,0.17a,0.2,<0.0,0.45
27,,,,,01,,a,0,1,9,,0,1,
28,Watermel,5,0.01a,0.01,<0.0,0.02,0.13,0.1,<0.0,0.3,<0.0,,<0.0,<0.0
29,on,,,,01,,a,7,1,8,1a,,1,1
30,FAO/WH,,0.1*,,,,1.30,,,,0.1*,,,
31,O (2001),,,,,,*,,,,,,,
