,0,1,2
0,Samples,Acronyms,Geographical origin
1,Ancient wheat,,
2,Gentil Rosso,GR,CesaArezzoItaly
3,Verna*,VR,"Cesa,Arezzo,Italy"
4,Frassineto*,FR,"Cesa, Arezzo, Italy"
5,Bianconostrale,BN,"Cesa, Arezzo, Italy"
6,Inallettabile,IL,Cesa ArezzoItaly
7,Andriolo*,AD,Cesa ArezzoItaly
8,Sieve*,SV,"Cesa Arezzo, Italy"
9,Gentil Bianco,GB,"CesaArezzo,Italy"
10,Carosella 1,CAR1,"Caselle in Pittari,SalernoItaly"
11,Carosella 2,CAR2,"Caselle in Pittari,Salerno,Italy"
12,Russulidda,RUS,"Caselle in Pittari, SalernoItaly"
13,Ianculiddal,IA1,"Caselle in PittariSalerno,Italy"
14,Ianculidda 2,IA2,"Caselle in PittariSalerno,Italy"
15,Annibale,AN,"Caselle in Pittari,SalernoItaly"
16, Saragolla Rossa,SR,"Caselle in Pittari,SalernoItaly"
17,Cappelli,CA,"Caselle in Pittari,SalernoItaly"
18,Modern wheat,,
19,Control*,CO,"Cesa, Arezzo, Italy"
20,Bologna*,BO,"CesaArezzo,Italy"
21,Ambrogio,AM,"Caselle in Pittari,Salerno,Italy"
22,Aureo,AU,"Caselle in Pittari,Salerno,Italy"
23,Bologna,BO,"Caselle in Pittari,Salerno,Italy"
24,Other cereals,,
25,Rice,R,Italian Local Market
26,Finger millet,FM,Nigeria
27,Pearl millet,PM,Nigeria
28,Sorghum,S,Nigeria
29,Spelt,SP,GarfagnanaItaly
30,Pasta,,
31,Modern whole wheat,MWWP,Italian Local producer
32,Modern wheat,MWP,Italian Local producer
33,Ancient whole wheat,AWWP,Italian Local producer
34,Ancient wheat,AWP,Italian Local producer
