,0,1,2,3,4,5,6,7,8,9
0,Harvest date,Crop year,,,,,,,,
1,,1996/97,,,1997/98,,,1998/99,,
2,,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol
3,'Frantoio',,,,,,,,,
4,1,2548,2.8  0.6,4.8 0.2,2578,1.90.3,1.60.4,3016,2.3,3.9  0.2
5,2,232 8,2.20.3,1.80.1,2413,20.1,1.90.1,12,2.2,3.5  0.5
6,3,224 5,1.70.2,1.60.1,2106,1.5 0.4,1.10.4,2851,2.20.2,3.71.1
7,4,2314,1.3,2.70.1,2091,2.5  0.4,1.80.3,244 1,1.90.1,2.3  0.2
8,5,19314,1.60.2,3.8  0.8,2033,30.3,2.4  0.2,2211,2.50.1,2.2
9,6,20112,3.4 0.4,3.70.2,,,,,,
10,7,1834,2.5  0.2,2.9 0.3,,,,,,
11,8,1642,10.1,20.2,,,,,,
12,9,1896,10.2,1.70.6,,,,,,
13,'Hojiblanca',,,,,,,,,
14,1,2904,3.90.1,4.40.4,3559,40.2,3.50.9,3741,3.8,3.80.3
15,2,2794,3.4  0.3,50.8,3542,4.3 0.1,3.5  0.4,3702,3.8 0.1,3.60.1
16,3,2614,2.40.4,2.30.7,3004,3.80.3,2.20.3,370,3.70.1,3.20.3
17,4,2572,3.10.1,2.4 0.6,2833,30.2,4.10.1,3222,30.1,2.5  0.6
18,5,2377,2.40.3,2.60.8,2771,3.903,8.40.5,2831,2.60.2,4.40.1
19,6,2445,3.90.1,8.50.9,,,,,,
20,7,2455,1.70.1,91.1,,,,,,
21,8,2323,2.90.1,12.4  1.5,,,,,,
22,9,2323,3,11.81.9,,,,,,
23,'Picual',,,,,,,,,
24,1,2803,2.70.1,2.60.2,355,30.1,2.1 0.2,3401,3.50.1,4.90.1
25,2,2493,2.50.3,4.90.9,3003,3,1.9,3301,3.20.1,4.4  0.1
26,3,2175,1.40.4,5.61.1,2715,2.70.2,2,3234,2.8 0.3,5.7
27,4,2112,2.10.1,7.91,2391,2.60.1,4.60.1,2821,1.90.1,5.3
28,5,1825,1.8,9.30.3,2061,2.6  0.2,9.60.3,242,1.8,7.3
29,6,1812,1.20.1,12.20.6,,,,,,
30,7,1815,20.2,13.40.4,,,,,,
31,8,1863,1.60.1,13.20.2,,,,,,
32,9,1972,1.70.1,12.20.5,,,,,,
