,0,1,2
0,lipids fraction,lipids fraction,g/100 g lipids
1,triacylglycer-,triacylglycer-,97.530.0
2,,olsa,5
3,glycolipids,glycolipids,0.590.04
4,phospholipids,phospholipids,1.880.06
5,phospholipids,phospholipids,g/100 g
6,,,phospholipids
7,PE,,32.70.9
8,LPE+PI,LPE+PI,17.01.1
9,PS,,3.80.8
10,PC,,20.61.5
11,SPH,,6.90.4
12,LPC,,19.01.9
13,tocopherols,tocopherols,g/g lipids
14,a-tocopherol,a-tocopherol,9510
15,-tocopherol,-tocopherol,184
16,-tocopherol,-tocopherol,193
17,&-tocopherol,&-tocopherol,141
18,Total,Total,14613
19,,tocopher-,
20,,ols,
