,0,1,2,3,4
0,Sample,Degeneration stage,Peak Temperature (C,Weight loss (%),Residual weight (%)
1,HPP(n=7),1,92.33  1.82,1.1  0.02,21.05  2.52
2,,II,172.34  0.51,2.65  0.15,
3,,III,274.66  1.35,3.96  0.73,
4,,IV,465.33  3.82,71.29  2.12,
5,PP (n=11),1,96.67  1.05,0.51  0.01,14.99  1.82
6,,II,174.3  2.30,1.71  0.12,
7,,III,282.34  3.12,9.47  0.52,
8,,IV,466.67  0.50,73.32  0.32,
9,HP (n=6),,91.34  1.10,0.74  0.20,19.35  3.82
10,,II,175.67  0.82,1.91  0.14,
11,,III,280.66  2.82,5.67  0.04,
12,,IV,465  1.32,72.24  0.12,
13,RPn=6,1,93.34  0.72,0.68  0.08,40.02  5.82
14,,,180.67  1.82,1.78  0.22,
15,,,273.33  1.12,4.73  0.52,
16,,IV,467.67  2.72,52.79  0.58,
