,0,1
0,"some basic infant diet. In: The 8th Scientific Veterinary Medicine Conference,","Khandaker, M.U., Asaduzzaman, K., Nawi, S., Usman, A., Amin, Y., Daar, E., Okhunov, A."
1,"Zagazig University (31 August to 3 September 2006). pp. 183-193 Hurghada, Egypt.",2015. Assessment of radiation and heavy metals risk due to the dietary intake of
2,"ntoine, J.M.R., Hoo Fung, L.A., Grant, C.N., Dennis, H.T., Lalor, G.C., 2012. Dietary",marine fishes (Rastrelligerkanagurta) from the straits of Malacca. PLoS One 10 (6)
3,intake of minerals and trace elements in rice on the Jamaican market. J. Food,e0128790.
4,"Composition and Analysis 26,111-121.","Khandaker,M.U.,Heffny,N.A.Amin,Y.M.,BradleyD.A.,2019.Elevated concentratio"
5,"saduzzaman, K., Khandaker, M.U., Baharudin, N.A., Amin, Y.M., Farook, M.S., Bradley,",of radioactive potassium in edible algae cultivated in Malaysian seas and estimatior
6,"D.A., Mahmoud, O., 2017. Heavy metals in human teeth dentine: a bio-indicator of","of ingestion dose to humans. Algal Res.38,101386."
7,"metals exposure and environmental pollution. Chemosphere 176, 221-230","Kolo, M.T., Khandaker, M.U., Amin, Y.M., Abdullah, W.H.B., Bradley, D.A., Alzimami,"
8,"ustralia New Zealand Food Authority,2001. The 19th Australian Total Diet Survey","K.S., 2018. Assessment of health risk due to the exposure of heavy metals in soil"
9,ANZFA.Appendix 1.pp.35-40,"around mega coal-fired cement factory in Nigeria. Results Phys. 11, 755762."
10,"atista, B.L., Grotto, D., Carneiro, M.F.H., Barbosa, J.,2012. Evaluation of the con","Malaysian Food Act, 1983. Malaysian Food and Drug. MDC Publishers Printer Sdn. Bhd."
11,"centration of nonessential and essential elements in chicken, pork, and beef samples","Kuala Lumpur, Malaysia."
12,"produced in Brazil.J.Toxicol.Environ.Health Part A 75 (21), 1269-1279",Malaysia population https://en.wikipedia.org/wiki/List_of_countries_by_life_expectancy.
13,"aykov, B.D., Stoyanov, M.P., Gugova, M.L., 1996. Cadmium and lead bioaccumulation in",Malaysia poultry consumption https://www.statista.com/statistics/757983/malaysia-
14,"male chickens for high food concentrations. Toxicol. Environ. Chem. 54 (1-4),",poultry-consumption-per-capita/.
15,155-159.,"Maleki, A. Azadi N.A., Mansouri B., Majnoni, F., Rezaei,Z. Gharibi, F.,2015. Health"
16,"ernard, A., 2008. Cadmium & its adverse effects on human health,Indian. J. Med. Res.",risk assessment of trace elements in two fish species of SanandajGheshlagh Reservoir
17,"1284,557.","Iran. Toxicol.Environ.Health Sci.7 1,43-49"
18,"aspah Manny, K., Morgan, M., 2016. Health risk assessment of heavy metals in soils from","Mariam, I., Iqbal, S., Nagra, S.A., 2004. Distribution of some trace and macro minerals ir"
19,"wit waters rand gold mining basin, South Africa. Int. J.Environ. Res. Public Health 13","beef, mutton and poultry. Int. J. Agric. Biol. 6 (5), 816-820."
20,"7,663.","Marie,P.J.,Garba,M.T.,Holt,M.,Miravel, L.,1985.Effects of low doses of stable"
21,"ODEX Alimentarius Commission, 2016. General standard for contaminants and toxins in","strontium on bone metabolism in rates. Miner. Electrolyte Metab. 11 (1), 5-13."
22,food and feed.CODEX STAN 193-1995,"Mir-Marques, A., Cervera, M.L., de la Guardia, M.,2012. A preliminary approach to"
23,"rmbruster, D.A., Pry, T., 2008. Limit of blank, limit of detection and limit of quantita-",mineral intake in the Spanish diet established from analysis of the composition of
24,"tion.Clin.Biochem.Rev.29(Suppl1),S49-S52","iniversity canteen menus.J.FoodCompos.Anal.27,160-168"
25,"omingo,J.L.,1995.Reproductive and developmental toxicity of aluminium: a review","Mitsunobu, Y., Takahashi, Y., Terada, M.S., 2010. Antimony (V) incorporation into syn"
26,"Neurotoxicol.Teratol.17,515-521","thetic ferri-hydrite, goethite, and natural iron oxy-hydroxides. Environ. Sci. Technol"
27,"S-EPA, 2000. Integrated Risk Information System (IRIS) Database. National Centre for","44,3712-3718"
28,"Environmental Assessment, Office of Research and Development, Washington DC,","Mohammed, A.I., Kolo, B., Geidam, Y.A., 2013. Heavy metals in selected tissues of adul"
29,USA.,"chicken layers (Gallus spp). ARPN Journal of Science and Technology 3 (5), 518522"
30,"iropean Commission,2014. European Union Register of Feed Additives Pursuant to","Mousa, M.M., Ewina, M.A., Nehad, I.S.,2010. Risk assessment of some heavy metals in"
31,"Regulation (EC) No 1831/2003, 182th ed.European Union Register of Feed Additives","edible chicken giblets.Alexandria J.Vet.Sci.29(1),27-35."
