,0,1,2,3,4
0,,E.umbellata,M.fayab,R. grandifoliusa,V.padifolium
1,Ag1,N.D.,N.D.,N.D.,N.D.
2,Al,13-86,11-200,15-260,20.0-30.9
3,As2,N.D.,N.D.Detected,N.D.,N.D.
4,Ba,1.0-1.2,0.14-1.6,3.4-6.5,3.0-3.2
5,Ca,925-1150,750-1140,1300-2100,770-940
6,Cd3,N.D.,N.D.,N.D.,N.D.
7,Co,0.03-0.04,0.03-0.31,0.04-0.06,0.03-0.14
8,Cr,Detected,Detected-2.7,Detected-1.1,Detected
9,Cu,5.2-7.4,1.0-3.6,3.1-5.9,2.6-5.3
10,Fe,28-40,23-302,34-273,13.2-20.5
11,Hg3,N.D.,N.D.,N.D.,N.D.
12,K,7600-8200,3400-5800,4300-5700,3000-3900
13,Mg,410-440,420-770,1350-1650,515-550
14,Mn,8.1-12.1,3.7-16,23.8-43.2,39-49
15,Mo,0.5-0.8,0.06-0.34,0.10-0.13,N.D.
16,Na,60-73,1300-2600,56-88,52-66
17,Ni,1.2-1.6,0.6-3.1,0.8-1.6,1.0-1.1
18,P,730-1000,275-440,610-950,510-610
19,Pb4,N.D.,N.D.-0.05,N.D.,N.D.
20,Sb5,N.D.,N.D.-0.6,N.D.,N.D.
21,Se6,N.D.,N.D.,N.D.,N.D.
22,Sn5,N.D.,N.D.,N.D.,N.D.
23,Ti,1.4-5.2,1.8-50.5,2.2-48.3,0.33-0.79
24,T15,N.D.,N.D.,N.D.,N.D.
25,V7,Detected,Detected-0.79,Detected-0.72,N.D.
26,Zn,4.5-17.4,3.4-6.2,5.7-11.3,4.66.6
