,0,1,2,3,4,5,6,7,8
0,Cultivar and,Hydroxycinnamic-acid,Hydroxycinnamic-acid,,,,,,Flavonol
1,treatment,Caffeic,Ferulic,Sinapic,Ferulic,Ferulic,Sinapic,Total,Myricetin-
2,,acid-hexoside,acid-hexoside,acid-hexoside,acid-dihexoside,acid,acid,hydroxycinnamic,deoxyhexose-
3,,,,,,,,acids,hexoside
4,Mbeta 1,,,,,,,,
5,Raw,151.5a,72.5  11.7a,nd,7 0.8a,25  5.9a,nd,119.519.8a,43.7 6.2a
6,Boiled without peel,17.76.6a,67.7 16.1a,nd,6.9  1.5a,39.3  9.1a,nd,131.628.6a,45.1  4.9a
7,Boiled with peel,14.42a,48.8  5.6a,nd,5.8  2.2a,30.6  5.6a,nd,99.7  11.4a,50.47  3.73a
8,Red Yade,,,,,,,,
9,Raw,2.6  1.1a,4.3  0.8a,5.2  1.2a,1.4 0.4a,2.9 0.8b,4.3  0.7a,20.7  1.4a,33  6a
10,Boiled without peel,2.2  0.3a,4.3  1.6a,5.8  3.3a,1.20.1a,3.3  0.3b,4.8  1.3a,21.4  5.5a,31.8  6.5a
11,Boiled with peel,2.8  0.7a,5.51.7a,8.14  2.56a,1.40.1a,5.90.2a,6.3  0.6a,30.14.8a,33.76.6a
12,Essang,,,,,,,,
13,Raw,3.5  0.7a,31.4 2.8a,8.11.7a,11.11.4a,13.6  4.7a,3.8  0.2a,71.4  6.3a,37.5  5.2a
14,Boiled without peel,3.4  0.4a,32.73.6a,7.4 2a,9.2  1.7a,20.14.2a,4.1  1.1a,76.77.5a,39.3  6.6a
15,Boiled with peel,3.2  1a,30 11.3a,5.4  2.5a,9.93.7a,24.8  7.2a,4  1.6a,77.3  26.9a,42  5.1a
16,Moto Ebanga,,,,,,,,
17,Raw,nd,9.8  1a,2.6  1.7a,2.8  0.3a,60.4b,2.71.4b,23.83.8a,33.3  4.6a
18,Boiled without peel,nd,7.6  1.3ab,3.3  1.3a,41.0a,8  1.2ab,4.8 1ab,27.75a,33.3  4.5a
19,Boiled with peel,nd,6.5  0.7b,3.6 0.8a,3.2  0.7a,9.82.1a,5.40.1a,28.5  2.8a,363.4a
20,Mbouroukou N1,,,,,,,,
21,Raw,3.3  1a,12.11.9a,2.3  0.8a,4.1  0.6a,12.71.9a,2.7 0.5a,37.3  5a,28.8  3.8a
22,Boiled without peel,2.9  0.5a,10.3 3a,3.1  2.7a,4.1  0.4a,15.6  6.7a,4.9  4.2a,40.82a,24.7  7a
23,Boiled with peel,3.5  0.2a,11.53.4a,4.4  2.9a,4.9  0.8a,17.16.1a,8.1 4.1a,49.5  8a,28.5  4.8a
24,F568,,,,,,,,
25,Raw,1.30.2a,20.9a,2.4  0.7a,0.9  0.3a,2.9 1.9b,4.6  1.2a,14.11.4b,35.7  4.7a
26,Boiled without peel,1.6  0.4a,1.2  0.7a,1.20.5a,1.2 0.8a,3.3  2.12ab,3.3  1.5a,11.82b,29.9  9.9a
27,Boiled with peel,1.6 0.8a,1.50.2a,2.1  0.4a,0.9  0.2a,7.6  1.3a,5.9  1.2a,19.5  2.2a,37.9  5.1a
