,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Days after germination,,,,,,,,,,,,
1,,9,,16,,23,,35,,49,,average,
2,Cultivar,x,SD,,SD,x,SD,x,SD,x,SD,x,SD
3,,,,,,anthocyanin 1 (m|z 1081),anthocyanin 1 (m|z 1081),,,,,,
4,Purple Ruffles,0.22,0.03,0.41,0.13,0.53,0.15,0.82,0.23,0.45,0.14,0.52 d,0.23
5,Rosie,0.38,0.06,0.47,0.11,0.44,0.06,0.73,0.25,0.31,0.09,0.49 d,0.20
6,Sweet Petra Dark Red,0.13,0.02,0.32,0.03,0.22,0.02,0.60,0.10,0.46,0.10,0.35 e,0.18
7,Average,0.21 a,0.10,0.41 a,0.11,0.41 a,0.16,0.72 b,0.21,0.41 a,0.13,,
8,,,,,0.08,anthocyanin 2 (m/z 1167),anthocyanin 2 (m/z 1167),,,,,,
9,Purple Ruffles,0.08,0.03,0.25,0.08,0.31,0.08,0.44,0.11,0.16,0.04,0.27 d,0.14
10,Rosie,0.21,0.04,0.29,0.07,0.17,0.12,0.32,0.11,0.06,0.01,0.25 d,0.11
11,Sweet Petra Dark Red,0.05,0.01,0.20,0.07,0.26,0.03,0.28,0.06,0.12,0.02,0.15 e,0.07
12,Average,0.10 a,0.06,0.24 b,0.08,0.23 b,0.10,0.35 c,0.12,0.12 a,0.05,,
13,,,,,,anthocyanin 3 (m/z 1065),anthocyanin 3 (m/z 1065),,,,,,
14,Purple Ruffles,0.89,0.07,1.61,0.33,2.02,0.55,1.80,0.57,1.18,0.47,1.58 d,0.57
15,Rosie,0.90,0.14,1.22,0.25,1.18,0.17,1.05,0.39,0.62,0.29,1.04 e,0.33
16,Sweet Petra Dark Red,0.41,0.02,1.26,0.33,1.03,0.49,1.14,0.29,0.83,0.20,0.87 e,0.28
17,average,0.66 a,0.24,1.34 b,0.33,1.38 b,0.61,1.31 bc,0.54,0.93 c,0.42,,
18,,,,,,anthocyanin 4 (m/z 1151),anthocyanin 4 (m/z 1151),,,,,,
19,Purple Ruffles,0.37,0.04,0.98,0.25,1.18,0.31,0.92,0.25,0.35,0.13,0.81 d,0.40
20,Rosie,0.58,0.12,0.91,0.23,0.84,0.12,0.51,0.17,0.10,0.01,0.63 e,0.32
21,Sweet Petra Dark Red,0.21,0.01,0.78,0.22,0.59,0.32,0.51,0.20,0.21,0.05,0.41 f,0.19
22,average,0.33 a,0.14,0.86 b,0.24,0.85 bc,0.36,0.63 c,0.29,0.24 a,0.14,,
