,0,1,2,3,4,5
0,Compound,Abalone,Oyster,Scallop,Mussel,Antarctic
1,,,,,,krill oil
2,TAG,51.94,497.24,44.28,463.04,322.98
3,,1.22,43.24,2.02,47.01,31.18
4,FFA,nd,4.52,4.20,nd,12.29
5,,,0.78,0.24,,1.01
6,DAG,0.68,0.24,0.49,1.67,21.85
7,,0.07,0.06,0.07,0.31,2.03
8,Chol,85.78,15.68,84.40,31.79,14.30
9,,5.94,1.39,6.22,1.80,0.91
10,MAG,13.28,2.63,6.78,13.23,3.560.18
11,,0.45,0.55,1.00,0.58,
12,PG,nd,nd,nd,nd,nd
13,PE,136.58,38.04,111.08,72.89,14.54
14,, 17.37, 2.26,9.82,6.21,3.04
15,PC,366.72,71.61,351.49,85.91,374.88
16,,29.03,3.81,25.32,8.84,29.72
17,SM,nd,nd,nd,nd,nd
18,LPC,1.73,nd,nd,nd,15.60
19,,0.04,,,,1.33
