,0,1,2
0,Foods/Food group,Nutrient Conversion Factors,Nutrient Conversion Factors
1,,Korean DBs,FAO/WHO
2,Animal products,,
3,Mlik and milk products,6.38,6.38
4,Margarine (either vegetable or animal),6.38,6.38
5,Plant products,,
6,Wheat,,
7,Whole,5.83,5.83
8,Bran,,6.31
9,Embryo,5.80,5.80
10,"Flour,pasta,noodle etc",5.70,5.70
11,Buck wheat,6.31,6.25
12,Rice and rice products,5.95,5.95
13,"Rye,BarleyOats",5.83,5.83
14,Soya,5.71,5.71
15,Nuts and Seeds,,
16,Almond,5.18,5.18
17,Peanut,5.46,5.46
18,Brazil,5.30,5.46
19,Other nuts and seeds,5.30,5.30
20,Other foods,6.25,6.25
