,0,1,2,3,4,5,6,7
0,,,HKI1344,HKI1344,HKI1348-6-2,HKI1348-6-2,HKI1378,HKI1378
1,,No.of SSRs,PMI-102-,PMI-102-,PMI-102-,PMI-102-,PMI-102-,PMI-102-
2,LG,screened,02016,,02016,,o2016,
3,,,NP,Pol.,NP,Pol.,NP,Pol.
4,,,,(%),,(%),,(%)
5,1.,58,9,15.52,16,27.59,14,24.14
6,2.,50,13,26.00,9,18.00,14,28.00
7,3.,51,11,21.57,9,17.65,11,21.57
8,4.,44,7,15.91,10,22.73,9,20.45
9,5.,65,18,27.69,23,35.38,23,35.38
10,6.,44,6,13.64,8,18.18,8,18.18
11,7.,42,12,28.57,7,16.67,9,21.43
12,8.,53,11,20.75,8,15.09,11,20.75
13,9.,55,13,23.64,12,21.82,10,18.18
14,10.,51,11,21.57,11,21.57,8,15.69
15,Total,513,111,21.64,113,22.02,117,22.81
