,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Food itema,Latin term,Mean concentration in mg/100 g edible portion,Mean concentration in mg/100 g edible portion,,Mean concentration in mg/100 g edible portion,,,,,,,,,,,
1,,,Carotenesb,-Crypto,-Crypto,Neoxanthin,,Lutein,Lycopene,Lycopene,Phytofluene,,Phytoene,Violaxanthin,,Zeaxanthin,TotalSD
2,Apple(red),Pyrus malus,0.041  0.008,c,c,0.1500.033,,-c,-c,-c,c,c,c,0.105  0.033,,-c,0.30 0.03
3,Apricot,Prunus armenica,2.409  0.432,,,,,,0.321  0.042,,2.3820.294,,7.1870.963,,,-,12.23  1.82
4,Arugula,Eruca sativa,3.425  0.714,,-,0.9660.017,,3.5630.859,,,-,-,,2.409  0.319,,,10.36 1.89
5,Aubergine, Solanum melongena,0.0400.012,,-,,,0.1350.051,,-,-,-,,0.0440.014,,,0.22  0.07
6,Banana,Musa paradisia,0.2420.195,,-,-,-,0.082 0.048,,,,,0.032  0.022,,,,0.36 0.19
7,Butter,,0.318 0.006,,-,,-,,,,-,-,,,,,0.32  0.01
8,Bean (green),Phaseolus vulgaris,0.800  0.023,0.0120.002,,0.0720.018,,0.672  0.030,,,-,-,,0.628  0.014,,,2.18  0.06
9,Blackberry,Rubus ulmifolius,0.1230.012,,,,,0.1540.016,,,,,,,,,0.28 0.03
10,Broccoli,Brassica oleracea,0.1800.011,,,,,,,,-,-,,,,,0.18  0.01
11,Cabbage(green,Brassica oleracea,0.6530.091,,-,0.2110.039,,0.7010.103,,,,,,0.432  0.060,,,2.000.29
12,Carrot,Daucus carota,17.932  2.058,,,,,0.0810.012,,,0.5670.051,,1.3990.155,,,,19.98  2.25
13,Carrot juice,Daucus carota,4.885  0.088,,,-,1,0.1970.004,,,0.5510.007,,1.2870.021,,,,6.920.11
14,Cheese (25% fat,,0.0830.019,,,,1,,,,,,,,-,,0.080.01
15,Cheese (32% fat),,0.075  0.013,,,-,-,,,,1,1,,,,,0.080.01
16,Cherry,Prunus avium,0.032  0.006,,,-,-,,,,-,-,0.0390.009,0.303 0.032,,,0.370.05
17,"Corn,sweet",Zea mays,,,,,,0.618  0.087,,,-,-,,,,0.4390.065,1.060.16
18,Courgette,Curcubita pepo,0.082  0.023,,,0.1010.019,,0.864 0.226,,,,,,0.326  0.040,,,1.37  0.31
19,Eggs(total),,,,,,,0.634 0.106,,,,,,,,0.0510.006,0.690.10
20,Endive(curly,Cichorium endivia,0.7070.064,0.2900.040,,0.6090.158,,0.2210.041,,-,,,,0.4300.093,,0.0230.009,2.28  0.36
