,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Chemical,,1-L,2-L,3-L,4-L,1-M,2-M,3-M,4-M,1-D,2-D,3-D,4-D
1,class,,,,,,,,,,,,,
2,Acids,Mean,6.8E+05,6.1E+05,9.1E+05,8.1E+05,8.0E+05,8.5E+05,5.9E+05,3.8E+05,6.4E+05,4.8E+05,5.8E+05,4.5E+05
3,,Std-dev,1.4E+04,5.3E+03,2.0E+05,1.2E+04,2.3E+04,1.2E+04,1.1E+04,4.8E+04,1.8E+04,1.0E+04,7.0E+03,6.7E+03
4,Alcohol,Mean,1.4E+03,1.6E+04,4.2E+03,4.2E+03,3.3E+03,3.5E+04,5.9E+02,3.2E+04,1.5E+04,4.0E+04,3.5E+04,3.7E+04
5,,Std-dev,1.7E+02,4.3E+02,1.7E+02,1.7E+02,1.9E+03,3.7E+02,6.2E+01,2.4E+03,2.6E+03,1.6E+03,2.4E+03,2.3E+03
6,Aldehydes,Mean,4.1E+04,3.4E+04,6.8E+04,2.6E+04,1.0E+05,3.8E+04,4.9E04,6.4E+04,5.1E+04,4.6E+04,3.9E+04,4.2E+04
7,,Std-dev,5.6E+02,5.4E+02,2.7E+04,1.6E+03,2.2E+03,2.7E+03,3.4E+03,1.3E+03,2.0E+03,3.7E+03,2.9E+03,1.7E+03
8,Ketones,Mean,2.7E+06,3.0E+06,3.5E+06,3.6E+06,2.8E+06,3.1E+06,3.3E+06,3.1E+06,3.2E+06,3.4E+06,3.3E+06,3.0E+06
9,,Std-dev,3.7E+04,1.4E+04,4.7E+05,2.9E+04,2.4E+04,2.2E+04,1.3E+05,1.5E+05,4.6E+04,3.4E+04,3.6E+04,3.9E+04
10,Esters,Mean,3.7E+05,6.3E+05,5.3E+05,4.0E+05,2.3E+05,2.9E+05,3.2E+05,2.6E+05,2.4E+05,3.3E+05,3.4E+05,3.2E+05
11,,Std-dev,5.7E+03,1.0E+04,2.7E+04,4.8E+03,8.4E+03,8.2E+03,6.6E+03,2.9E+04,7.7E+03,7.5E+03,1.3E+04,8.8E+03
12,Furans,Mean,2.9E+06,3.2E+06,3.9E+06,3.5E+06,4.8E+06,4.0E+06,3.6E+06,3.6E+06,3.7E+06,3.6E+06,4.3E+06,3.5E+06
13,,Std-dev,3.8E+04,3.1E+04,3.7E+05,4.3E+04,1.8E+04,7.7E+04,7.6E+04,1.0E+05,6.6E+04,6.1E+04,4.8E+04,6.7E+04
14,Lactones,Mean,7.7E+04,8.7E+04,1.9E+05,1.2E+05,2.1E+05,1.7E+05,1.2E+05,5.3E+04,1.2E+05,1.2E+05,1.0E+05,7.1E+04
15,,Std-dev,8.7E+02,2.2E+03,6.8E+04,1.6E+03,1.5E+03,4.9E+03,8.9E+03,7.7E+02,2.4E+03,8.4E+02,2.7E+03,4.8E+03
16,Unknown,mean,5.0E+05,9.8E+05,1.1E+06,1.0E+06,8.5E+05,1.1E+06,9.3E+05,1.0E+06,1.5E+06,1.1E+06,9.8E+05,1.1E+06
17,,Std-dev,4.5E+04,7.0E+03,7.5E+04,9.3E+03,1.9E+04,1.8E+04,1.1E+05,4.2E+04,1.6E+04,1.9E+04,6.8E+04,2.0E+04
18,Phenols,Mean,5.0E+03,5.8E+03,1.9E+04,1.9E+04,1.7E+04,1.2E+04,1.6E+04,1.2E+04,1.7E+04,9.2E+03,1.2E+04,1.2E+04
19,,Std-dev,6.3E+02,1.6E+02,1.4E+04,9.5E+02,1.6E+03,1.1E+03,7.6E+02,1.1E+03,1.6E+03,8.9E+02,7.9E+02,8.0E+02
20,Pyrazines,Mean,1.5E+06,1.5E+06,1.7E+06,1.7E+06,1.9E+06,1.6E+06,2.0E+06,1.8E+06,2.0E+06,1.6E+06,1.6E+06,1.7E+06
21,,Std-dev,2.4E+04,2.6E+04,3.2E+05,1.7E+04,1.9E+04,3.3E+04,3.3E+04,5.9E+04,3.7E+04,4.1E+04,3.6E+04,4.4E+04
22,Pyridines,Mean,4.0E+05,1.4E+05,3.4E+05,3.4E+05,4.8E+05,5.2E+05,7.3E+05,5.2E+05,4.9E+05,7.5E+05,7.5E+05,9.1E+05
23,,Std-dev,4.3E+03,4.1E+03,1.6E+05,4.9E+03,5.9E+03,5.2E+03,1.6E+04,1.5E+04,3.6E+03,2.0E+04,1.9E+04,1.1E+04
24,Pyrroles,Mean,2.1E+05,2.3E+05,3.3E+05,2.4E+05,3.2E+05,2.7E+05,3.1E+05,1.2E+05,2.8E+05,3.0E+05,2.7E+05,5.0E+05
25,,Std-dev,5.6E+03,1.0E+04,7.3E+04,9.7E+03,7.0E+03,1.4E+04,1.8E+04,6.2E+03,5.8E+03,4.2E+03,1.1E+04,7.3E+03
26,Thiazoles,Mean,1.4E+04,2.9E+04,2.7E+04,2.8E+04,Trace,2.7E+04,Trace,Trace,Trace,Trace,Trace,Trace
27,,Std-dev,2.5E+03,3.1E+02,1.1E+04,2.2E+02,Nd,2.6E+03,Nd,Nd,Nd,Nd,Nd,Nd
28,,Total,9.4E+06,1.0E+07,1.3E+07,1.2E+07,1.3E+07,1.2E+07,1.2E+07,1.1E+07,1.2E+07,1.2E+07,1.2E+07,1.2E+07
29,,Std-dev,1.8E+05,1.1E+05,1.8E+06,1.3E+05,1.3E+05,2.0E+05,4.1E+05,4.6E+05,2.1E+05,2.0E+05,2.5E+05,2.1E+05
