,0,1,2,3,4,5,6,7,8
0,,,,,,mg aglycones/100 g juice or edible fresh fruit,,,
1,Sugar,Glycoside,Aglycone,Sweet orange,Tangerine,Tangor,Aggregated,Tangelo,Sour orange
2,,,,,,,"data, meanl",,
3,Rutinose,Hesperidin,Hesperetin,15,19,15,16,,"Oa.***,b***.c.***"
4,,Narirutin,Naringenin,2,3,"7a,***,b,**,d,***",3,"2**,d,***","Oa.***,b.*.c,***"
5,,Eriocitrin,Eriodictyol,0,0,1,0,2,1
6,,Didymin,Isosakuranetin,0,1,"2a,*",1,1,"3a,*"
7,Total aglycones from rutinose glycosides in mg aglycones/,Total aglycones from rutinose glycosides in mg aglycones/,Total aglycones from rutinose glycosides in mg aglycones/,17,23,25,20,9,4
8,100 g,,,,,,,,
9,Neohesperidose,Neohesperidin,Hesperetin,"Od,***",Od***,0d.**,0,14a***,11
10,,Naringin,Naringenin,Od***,Od***,Od.**,0,"6a,*.d,**",19
11,,Neoeriocitrin,Eriodictyol,Od***,Od.*,0,0,"1a,**,b,*",14
12,,Poncirin,Isosakuranetin,0,0,0,0,0,0
13,Total aglycones from neohesperidose glycosides in mg,Total aglycones from neohesperidose glycosides in mg,Total aglycones from neohesperidose glycosides in mg,0,0,0,0,21,44
14,aglycones/100 g,,,,,,,,
15,Total flavanones,,,17,23,25,20,30,48
