,0,1,2,3,4,5,6
0,,,,400.00 mg of beetroot,,,
1,,,,extract standardized for,,,
2,,,,10% nitrates including,,,Poland
3,C13,90,51.3,nitrates 40 mg; cellulose,ND,1x1 caps.,(PL)
4,,,,capsule; hydroxypropyl,,,(PL)
5,,,,methylcellulose; 70 mg of,,,
6,,,,inulin Orafti GR,,,
7,,,,200 mg of red beetroot,,,
8,,,,extract (Beta vulgaris L.,,,
9,,,,subsp. vulgaris); 200 mg of,,,
10,,,,young barley extract,,,
11,,,,(Hordeum vulgare); capsule,,,
12,,,,(glazing agent:,,,
13,,,,hydroxypropyl,,,
14,,,,methylcellulose);,,,
15,,,,60 mg of niacin,,,
16,,,,(nicotinamide); 18 mg of,,,
17,,,,pantothenic acid (calcium,,,
18,,,,D-pantothenate);,,,Poland
19,C14,60,36,bulking agent:,ND,1x1 caps.,(PL)
20,,,,microcrystalline cellulose;,,,(PL)
21,,,,4.2 mg of riboflavin; 4.2,,,
22,,,,mg of vitamin B6,,,
23,,,,(pyridoxine,,,
24,,,,hydrochloride); 3.3 mg of,,,
25,,,,thiamine (thiamine,,,
26,,,,hydrochloride); 600 g of,,,
27,,,,folic acid,,,
28,,,,(pteroylmonoglutamic,,,
29,,,,acid);,,,
30,,,, 7.5 g of vitamin B12,,,
31,,,,(cyanocobalamin),,,
32,,,,550 mg of beetroot extract,,,Poland
33,C15,60,41.4,(Beta vulgaris); glazing,ND,2x1 caps.,(PL)
34,,,,agent: pullulan,,,(PL)
35,,,,300 mg of 10:1 extract of,,,
36,C16,100,39,capsule: vegetable,0.39,2x1 caps.,(PL)
37,,,,cellulose,,,
38,,,,10 mg of iron (71.4%,,,
39,C17,30,ND,(50% NRV); 400 mg of,ND,1x2 caps.,(PL)
40,,,,powdered red beetroot,,,
41,T1A,60,33,500 mg of dried juice,0.55,1-2x3 caps.,Poland
