,0,1,2,3,4,5,6,7,8,9,10
0,Compound,Exposure (g/kg,Adults,Toddlers,Infants,Children,Adolescents,Adults,Adults,Seniors,Pregnant
1,,bw/day),(18-74 y),,,,,(1839 y),(40-64 y),(65-74 y),women
2,Acrylamide,Mean,0.042,0.41,0.35,0.23,0.097,0.045,0.036,0.032,0.054
3,Acrylamide,Mean,0.17,1.70,1.52,1.30,0.65,0.23,0.15,0.15,0.19
4,Furan,Mean,0.062,0.090,0.033,0.014,0.0089,0.045,0.069,0.057,0.039
5,Furan,Mean,0.11,0.32,0.17,0.062,0.034,0.19,0.22,0.17,0.17
6,2-MF,Mean,0.11,0.040,0.019,0.011,0.008,0.13,0.21,0.17,0.11
7,2-MF,P95,0.63,0.17,0.10,0.033,0.018,0.54,0.63,0.63,0.48
8,3-MF,Mean,0.006,0.014,0.011,0.0055,0.0030,0.0076,0.011,0.0093,0.0071
9,3-MF,P95,0.036,0.089,0.057,0.019,0.010,0.031,0.035,0.036,0.030
10,3-MCPD,P95,0.0094,0.054,0.047,0.031,0.019,0.0099,0.0081,0.0081,0.011
11,3-MCPD,P95,0.034,0.13,0.15,0.12,0.078,0.040,0.030,0.029,0.047
12,2-MCPD,Mean,0.0076,0.054,0.044,0.024,0.015,0.0074,0.0069,0.0068,0.0078
13,2-MCPD,P95,0.025,0.13,0.14,0.095,0.057,0.027,0.022,0.023,0.028
14,3-MCPD,Mean,0.153,1.96,1.08,0.58,0.27,0.15,0.14,0.14,0.17
15,ester,P95,0.55,0.83,3.78,2.72,0.13,0.59,0.51,0.50,0.54
16,2-MCPD,Mean,0.074,0.83,0.49,0.27,0.13,0.073,0.067,0.067,0.080
17,ester,Mean,0.26,2.06,0.71,0.54,0.64,0.28,0.25,0.24,0.26
18,GE,Mean,0.126,0.68,0.71,0.54,0.25,0.13,0.11,0.11,0.14
19,GE,P95,0.48,2.31,2.47,2.81,1.40,0.50,0.44,0.42,0.49
