,0,1,2
0,Food components,SR-19,FNDDS 2.0
1,Energy and macronutrients (carbohydrate,100,100
2,"protein, fat,water",,
3,Alcohol,58,100
4,Dietary fiber,90,100
5,Cholesterol,97,100
6,"Other sterols,n=4",3,
7,Total sugar,65,100
8,Individual sugarsn=6 including lactose,11,
9,sucrose.maltose.fructose,,
10,"Vitamins, vitamin precursors, fortificants, and",82,100
11,calculationsn=16,,
12,"Other vitamins and precursors (n =12, D,",34,
13,"betaine,added Vit E,etc.)",,
14,"Mineralsn=10,calcium,zinc,sodium,etc.",93,100
15,Fluoride,7,
16,"Fatty acid classes (saturated,monounsaturated.",94,100
17,polyunsaturated),,
18,"Fatty acids,saturated(n=84-18",74,100
19,carbons-even numbers),,
20,"Fatty acids,saturated(n=6;13,15,17,20,22",10,
21,and 24 carbons),,
22,"Fatty acids,monounsaturated(n=4;16,18,20",96,100
23,and 22 carbons),,
24,"Fatty acids,monounsaturatedn=8;other",3,
25,isomers),,
26,"Fatty acids,polyunsaturated(n=7;18(n=3;",70,100
27,"20,22n=2 of each",,
28,"Fatty acids, polyunsaturated (other isomers,",3,
29,n=15,,
30,"Fatty acids, trans, total",10,
31,"Amino acids,n=18",64,
32,"Amino acids, hydroxyproline",9,
33,"Caffeine, theobromine",54,100
