,0,1,2,3,4,5,6,7,8,9,10,11
0,Sample,Sample,,,Macro minerals,Macro minerals,Macro minerals,,,Micro minerals,Micro minerals,
1,no.,no.,NaCl,Ca,P,Na,K,Mg,Zn,Fe,Cu,Mn
2,,-,1.03,516,514,510,90,17,3096,628,57,100
3,,2,1.56,401,426,608,90,19,2364,551,71,53
4,,3,2.19,527,442,606,107,46,2287,1130,81,114
5,,4,1.53,567,316,668,110,30,1524,892,50,93
6,,5,1.21,581,384,623,105,35,2062,525,63,90
7,,6,1.65,683,340,647,106,32,1331,1555,56,79
8,,7,1.63,564,335,621,115,29,1287,1409,75,69
9,Mean,Mean,1.5,550,400,400,100,30,2000,1000,65,85
10,SD,,0.34,78,66,46,9,9,610,390,10,19
