,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,melon,,,,,,,,,,,,,,,,,
1,Orange,,,4.078,4.078,2.702,0.091,,6.700,0.002,0.000,0.002,0.002,,0.182,0.056,0.130,0.260
2,Pineapple,Pineapple,Pineapple,4.860,4.860,0.500,1.200,,7.900,1.487,1.932,0.011,3.700,,0.268,0.080,0.160,0.350
3,Tigernut,,,1.900,1.900,0.500,1.400,,2.400,0.183,0.055,0.130,0.240,,0.184,0.109,0.073,0.290
4,Walnut,,,4.675,4.675,3.427,1.800,,9.600,0.028,0.025,0.002,0.062,,0.405,0.116,0.320,0.570
5,Watermelon,Watermelon,Watermelon,6.800,6.800,4.201,2.200,13.000,13.000,0.023,0.030,0.002,0.065,,0.314,0.117,0.160,0.460
6,,,,,,Cr,,,,,Fe,,,,,Mn,,
7,,,,Mean,Mean,SD,Min,,Max,0.004,SD,Min,Max,,Mean,SD,Min,Max
8,Apple,,,0.111,0.111,0.095,0.006,,0.240,0.004,0.002,0.000,0.006,,1.214,1.092,0.036,2.200
9,Banana,,,0.971,0.971,1.820,0.006,,3.700,0.010,0.003,0.008,0.015,0.015,5.950,2.876,1.800,8.200
10,Coconut,,,0.033,0.033,0.039,0.006,,0.091,0.012,0.007,0.000,0.016,0.016,3.200,2.405,1.100,6.600
11,Coconut,,,0.090,0.090,0.115,0.006,,0.230,0.017,0.006,0.010,0.026,,4.296,3.209,0.180,7.800
12,Cucumber,Cucumber,Cucumber,0.009,0.009,0.007,0.006,,0.021,0.010,0.003,0.007,0.014,0.014,3.607,2.379,0.036,6.700
13,Date,,,0.055,0.055,0.109,0.006,,0.250,0.005,0.004,0.000,0.008,0.008,2.080,0.901,1.300,3.100
14,Garden egg,Garden egg,Garden egg,0.070,0.070,0.084,0.006,,0.210,0.006,0.004,0.000,0.010,0.010,4.640,2.795,2.200,8.500
15,Golden,,,0.063,0.063,0.053,0.006,,0.120,0.013,0.002,0.010,0.015,,4.025,2.461,2.100,7.600
16,melon,,,,,,,,,,,,,,,,,
17,Orange,,,0.072,0.072,0.097,0.006,,0.220,0.004,0.002,0.000,0.006,0.006,3.220,2.066,1.400,5.500
18,Pineapple,Pineapple,Pineapple,0.918,0.918,1.247,0.015,,2.900,0.009,0.002,0.007,0.011,,4.600,2.935,1.900,9.000
19,Tigernut,,,0.517,0.517,0.290,0.280,,0.840,0.014,0.006,0.009,0.021,,5.725,2.219,2.800,7.100
20,Walnut,,,1.121,1.121,2.121,0.006,,4.300,0.012,0.004,0.007,0.017,,5.725,1.040,4.700,7.100
21,Watermelon,Watermelon,Watermelon,0.064,0.064,0.097,0.006,,0.230,0.011,0.003,0.007,0.015,,2.580,1.011,1.600,4.100
22,,,,,,Ni,Ni,,,,,,Pb,Pb,,,,
23,,,,,Mean,,SD,,Min,,Max,Mean,SD,SD,SD,Min,Max,Max
24,Apple,,,,0.012,,0.007,,0.000,,0.020,0.149,0.142,0.142,0.142,0.003,0.320,0.320
25,Banana,,,,0.122,,0.219,,0.000,0.450,0.450,0.997,1.366,1.366,1.366,0.067,3.000,3.000
26,Coconut,,,,0.117,,0.149,,0.007,0.360,0.360,0.213,0.293,0.293,0.293,0.003,0.710,0.710
27,Coconut,,,,0.218,,0.157,,0.028,,0.440,0.007,0.010,0.010,0.010,0.003,0.026,0.026
28,Cucumber,Cucumber,Cucumber,,0.008,,0.008,,0.000,,0.020,0.005,0.006,0.006,0.006,0.003,0.016,0.016
29,Date,,,,0.011,,0.009,,0.000,0.021,0.021,0.233,0.251,0.251,0.251,0.003,0.590,0.590
30,Garden egg,Garden egg,Garden egg,,0.011,,0.012,,0.000,,0.030,0.079,0.072,0.072,0.072,0.003,0.160,0.160
31,Golden,,,,0.025,,0.032,,0.006,0.073,0.073,0.217,0.242,0.242,0.242,0.003,0.460,0.460
32,melon,,,,,,,,,,,,,,,,,
33,Orange,,,,0.028,,0.027,,0.000,0.070,0.070,0.198,0.268,0.268,0.268,0.003,0.600,0.600
34,Pineapple,Pineapple,Pineapple,,0.054,,0.055,,0.000,0.150,0.150,0.010,0.017,0.017,0.017,0.003,0.041,0.041
35,Tigernut,,,,0.130,,0.134,,0.071,0.180,0.180,0.144,0.155,0.155,0.155,0.003,0.310,0.310
36,Walnut,,,,0.195,,0.134,,0.020,0.300,0.300,0.088,0.103,0.103,0.103,0.003,0.230,0.230
37,Watermelon,Watermelon,Watermelon,,0.086,,0.041,,0.032,0.140,0.140,0.003,0.000,0.000,0.000,0.003,0.003,0.003
38,,,,,1.01,,,,,,,2.34,,,,,,
39,"SD -- Standard deviation, Min.  Minimum, Max. - Maximum","SD -- Standard deviation, Min.  Minimum, Max. - Maximum",,,"SD -- Standard deviation, Min.  Minimum, Max. - Maximum","SD -- Standard deviation, Min.  Minimum, Max. - Maximum","SD -- Standard deviation, Min.  Minimum, Max. - Maximum",,"SD -- Standard deviation, Min.  Minimum, Max. - Maximum","SD -- Standard deviation, Min.  Minimum, Max. - Maximum",,,,,,,,
40,,Table 5: Cancer risk values of metals estimated in fruit samples (adults,,,,,,,,,,,,,,,,
41,Fruit,Adults,,,,,,,,,Adults,,,,,,,
42,,,,Cd,,,,Cr,,,,Ni,,,,Pb,,
43,,,Me,SD,Mi,Ma,Me,SD,Mi,Max,Mea,SD,Max,Max,Mean,SD,Mi,Max
44,Appl,,1.5,1.8,7.6,3.6,3.3,2.5,2.3,5.4E-,4.8E-,2.1E-,9.1E-,9.1E-,9.8E-,1.1E-06,1.9,2.4E-
45,,,E-,05,E-,E-,E-,05,E-,05,05,05,06,05,07,,E-,06
46,,,05,05,07,05,05,05,06,,,,,,,,08,
47,Bana,,1.2,2.3,1.4,4.6,3.7,6.9,2.3,1.4E-,5.7E-,2.1E-,2.1E-,2.1E-,7.3E-,1.0E-05,5.0,2.2E-
48,na,,E-,E-,E-,E-,E-,E-,E-,03,04,03,06,03,06,,E-,05
49,Carro,,1.1,E-,1.4,5.5,1.2,1.5,2.3,3.4E-,5.4E-,7.0E-,1.7E-,03,1.6E-,2.2E-06,1.9,5.3E-
50,t,,E-,E-,E-,E-,E-,E-,E-,05,04,04,.05,03,,,E-,06
51,,,04,04,06,04,05,05,06,,,,,,,,08,
52,Coco,,E-,E-,1.4,E-,E-,E-,E-,8.5E-,04,1.3E-,2.0E-,03,5.3E-,7.6E-08,1.9,1.9E-
53,,,06,07,06,06,05,05,06,,04,,,03,,,08,
54,Cucu,,E-,E-,1.4,2.5,3.4,E-,2.3,7.9E-,3.7E-,2.1E-,9.2E-,05,3.9E-,4.5E-08,1.9,1.2E-
55,mber,,E-,E-,E-,E-,E-,E-,E-,06,05,05,06,05,08,,E-,07
56,,,06,05,06,05,06,06,06,,,,,05,,,08,
57,Date,,1.4,3.1,1.4,1.4,2.0,4.1,2.3,9.3E-,2.8E-,3.9E-,9.4E-,9.4E-,1.7E-,1.9E-06,1.9,4.4E-
58,,,E-,E-,E-,E-,E-,E-,E-,05,05,05,06,05,06,,E-,06
