,0,1,2,3,4,5,6,7
0,Element,Brand G(n=35,,Brand P(n=32,,Brand Cn=19,,LOD
1,,Meansd,Range,Meansd,Range,Meansd,Range,Meansd
2,Na,2635 429A,1267-3874,23201235A,921-6109,1596649B,776-3022,4110
3,Mg,14233A,70-199,20245B,100-290,10623c,66-146,265
4,P,882147A,654-1231,1038223B,541-1490,68995c,511-911,113
5,Sa,510217A,173-883,407195A,156-678,45661A,377-523,9450
6,CI,2452  402A,765-3552,20761038A,792-4947,1306614B,646-2589,23  5
7,K,933211A,549-1332,1142213B,805-1691,705105,519-916,3.6  0.9
8,Ca,20.8  6.7A,9.1-43.2,30.4  15.3B,16.01-82.3,15.0 5.5A,9.334.0,5.4  1.1
9,Mna,0.82  0.40AB,LOD-1.73,1.090.55A,LOD-2.76,0.58  0.21B,LOD-1.04,1.17 0.54
10,Fe,16.2  4.8A,10.2-30.0,11.2 3.5B,6.122.6,19.68.7A,11.6-38.8,0.80  0.36
11,Nia,1.170.30,LOD-1.4,0.83 0.17,LOD-1.0,0.69  0.05,LOD-0.76,1.150.76
12,Cua,1.000.36AB,LOD-1.57,1.21 0.44A,LOD-1.83,0.60  0.23B,LOD-1.11,1.170.76
13,Zn,4.23  1.33A,1.65-6.71,6.50 2.0gB,1.45-13.40,2.64  0.96c,0.96-5.02,1.25  0.74
