,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,Origin,,Toasting degree,Toasting degree,Origin-toasting degree,Origin-toasting degree,Storage time,Storage time,Grape variety,Grape variety,Micro-oxygenation treatment,Micro-oxygenation treatment
1,,F-ratio,P-value,F-ratio,P-value,F-ratio,P-value,F-ratio,P-value,F-ratio,P-value,F-ratio,P-value
2,Tpa,1.98,0.160,0.34,0.562,0.15,0.695,60.3,0.000,3546,0.000,99.6,0.000
3,TA,0.42,0.516,18.90,0.000,44.27,0.000,527.0,0.000,1533,0.000,7.1,0.008
4,Cat,4.49,0.035,2.71,0.101,0.16,0.687,46.7,0.000,1302,0.000,158.4,0.000
5,Tan,0.22,0.640,0.05,0.832,5.84,0.017,19.7,0.000,1462,0.000,110.9,0.000
6,Tart Est,0.08,0.778,0.15,0.698,1.31,0.254,9.7,0.000,2383,0.000,4.9,0.028
7,Flavonols,0.19,0.663,0.09,0.769,0.04,0.847,8.9,0.000,982,0.000,2.1,0.148
8,% Copig Ant,0.59,0.445,6.55,0.011,22.86,0.000,31.8,0.000,7,0.007,5.6,0.019
9,% Polym Ant,2.85,0.093,15.87,0.000,24.54,0.000,218.4,0.000,51,0.000,100.8,0.000
10,CI,0.01,0.922,6.94,0.009,48.71,0.000,8.4,0.000,417,0.000,31.6,0.000
11,To,0.04,0.839,0.02,0.897,9.74,0.002,54.7,0.000,19631,0.000,455.1,0.000
12,% Blue,1.87,0.173,5.48,0.020,0.18,0.670,52.5,0.000,4677,0.000,37.1,0.000
13,% Red,0.88,0.349,1.21,0.274,4.09,0.045,68.4,0.000,15591,0.000,280.6,0.000
14,a,0.17,0.681,1.45,0.230,19.80,0.000,39.2,0.000,1970,0.000,57.6,0.000
15,b,0.01,0.919,0.02,0.882,53.31,0.000,36.8,0.000,382,0.000,4.3,0.040
16,L,0.53,0.465,2.84,0.094,24.01,0.000,36.7,0.000,236,0.000,12.9,0.000
17,AcyGls,1.95,0.165,22.36,0.000,22.98,0.000,927.4,0.000,380,0.000,25.6,0.000
18,AcyAc,0.30,0.586,3.82,0.052,28.05,0.000,125.0,0.000,380,0.000,7.5,0.007
19,AcyCin,7.87,0.006,20.43,0.000,0.09,0.767,350.5,0.000,1284,0.000,89.8,0.002
20,AcyDer,3.27,0.648,0.80,0.373,27.15,0.000,17.2,0.000,534,0.000,89.8,0.000
21,A-ethyl-T,3.27,0.072,0.24,0.628,43.23,0.000,7.3,0.000,1577,0.000,0.6,0.424
22,A-T,0.01,0.926,1.28,0.260,4.32,0.039,281.5,0.000,2409,0.000,89.1,0.000
23,Vinyl-catechol,0.40,0.528,0.68,0.412,0.62,0.430,118.7,0.000,382,0.000,97.1,0.000
24,Vinyl-phenol,0.55,0.458,10.24,0.002,6.27,0.013,34.1,0.000,280,0.000,74.6,0.000
