,0,1,2,3,4,5,6
0,,Campesterol,,Stigmasterol,,-Sitosterol,
1,Plant food,Jimenez-Escrig,EuroFIR BASISa,Jimenez-Escrig,EuroFIR BASISa,Jimenez-Escrig,EuroFIR BASISa
2,,et al.(2006,mean (median),et al.(2006),,et al. (2006),
3,Refined olive oil,62 4,55(49,525,5715,121096,1380 (1256)
4,Sunflower oil,364 10,336(141),82 14,331 (133),219354,2169 (626)
5,Carrot,273,23 (2.1),319,29 (28),1269,113 (110)
6,Cauliflower,1113,77 (72),43 1,22.8 (16),278 4,240 (238)
7,Onion,30,14.9 (7.1),130,14.2 (12.5),263,117 (73)
8,Tomato,80,5.3 (5),212,18 (17),358,31 (33)
9,Banana,181,15(15),232,18 (18),1331,109 (110)
10,Kiwi,20,3.8 (4.4),70,14 (14),49 2,86 (72)
11,Orange,381,34 (34),121,10.3 (10),22014,196 (200)
12,Sunflower seed,227 9,259 (233),1513,198 (187),1464  42,1691 (1668)
