,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food groups,Food name and description,Thr,Trp,Val,His,Arg,Ala,Asp,Glu,Gly,Pro,Ser
1,Fruits, Mandarin orange,2,22,9,18,25,28,31,8,1,96,6
2,,Persimmon,7,7,18,41,14,24,47,16,5,19,9
3,,Watermelon,5,5,17,11,342,15,23,33,3,25,11
4,,Apple,1,0,1,4,1,3,6,3,1,1,1
5,,Pear,2,10,5,4,7,6,52,5,2,3,9
6,,Grape,9,2,15,11,47,91,15,173,4,39,11
7,,Chinese melon,18,1,21,29,26,126,70,173,27,10,34
8,,Orange juice,8,6,12,76,87,28,80,35,9,120,19
9,,Strawberry,20,5,24,31,26,66,102,163,15,22,27
10,,Orange,19,4,21,45,102,38,102,67,25,201,34
11,,Peach,2,2,1,81,1,8,70,7,1,5,5
12,,Banana,27,5,71,81,58,78,115,105,19,50,43
13,Meats/poultry,Beef loin (imported),745,160,792,784,1017,900,1351,2175,629,620,600
14,,Beef rib (imported),939,568,918,1029,1368,1450,1998,2797,1247,841,814
15,,Beef shank (imported),495,77,793,490,827,774,863,1281,541,727,358
16,,Pork loin,1076,132,1387,694,954,965,1870,2411,1379,677,521
17,,Pork rib,581,158,717,673,1009,965,1267,1566,876,618,521
18,,Chicken (chicken meat),722,158,1037,924,1184,1097,1267,1566,876,618,483
19,,Pork belly,321,153,577,687,937,1058,678,1143,1471,824,148
20,,Beef broth,56,58,63,48,220,241,166,276,519,350,91
21,,Ham,471,137,664,615,779,783,863,1672,413,521,315
22,,Beef loin (domestic,690,126,902,928,1060,1006,1269,1672,815,651,519
23,,Beef brisket(domestic,730,190,902,791,1137,1142,1377,1786,429,1052,539
24,,Beef small intestine,173,191,174,258,235,251,312,399,429,178,136
25,,Beef stomach,444,94,480,306,731,687,915,4168,879,607,434
26,,Duck meat,659,146,816,425,945,836,789,1149,652,1186,630
27,,Sausage,515,127,719,860,847,836,850,663,927,523,321
28,,"Pork, liver",790,258,1353,1033,1038,1347,1183,1024,927,1086,499
29,,Dog meat,730,124,780,607,1059,1018,1518,2198,997,789,616
30,,Luncheon meat,628,223,671,667,832,762,1233,1935,733,578,522
31,Eggs,Egg,649,125,938,645,840,804,1083,1074,423,523,773
32,,Quail's egg,683,265,745,541,725,626,1083,1293,406,385,948
33,Fishes/shellfishes,Fish cake (fried,384,45,638,314,626,591,809,1723,205,643,342
34,,Squid (raw),602,246,711,701,974,122,1267,1723,1200,527,501
35,,Squid (salt fermented),406,10,467,464,805,669,895,1780,226,435,373
36,,Mackerel,894,269,1063,1786,1103,1165,1685,2189,872,519,699
37,,Alaska Pollack (raw),718,195,705,493,951,1059,1485,3196,754,882,1029
38,,Alaska Pollack roe,842,98,1046,493,888,1233,1485,3196,574,882,1029
39,,(salt fermented,,,,,,,,,,,
40,,Anchovies(dried),2730,860,3599,2445,3667,4160,5552,7037,3203,2514,2113
41,,Yellow croaker,686,156,823,572,1084,1059,1451,2080,1006,840,567
42,,Hair tail,773,167,582,572,1177,1234,1518,1837,1087,973,313
43,,Little neck clam,441,127,582,318,704,913,805,782,954,564,313
44,,Tuna (canned),797,283,1126,1829,1153,1447,1717,2447,954,902,441
45,,Crab,550,596,810,528,1146,953,1056,947,803,850,320
46,,Bastard halibut,803,135,1311,724,1083,1258,1488,1803,775,948,632
47,,Shrimp (raw),531,294,696,584,1083,1312,1294,1449,994,552,380
48,,Shrimp (salt,313,173,370,286,442,478,761,1102,447,226,260
49,,fermented),,,,,1030,1062,,1250,,,
50,,Yellow croaker,725,59,918,472,1030,1062,1316,1250,702,550,491
51,,(salted),,,,,,,,,,,
52,,Spanish mackerel,765,218,867,680,573,1101,1741,2230,567,350,684
53,,Pacific Saury,373,161,351,251,573,477,837,1105,567,350,371
54,,Pacific Saury,1056,231,826,1111,1627,951,1300,3073,813,674,503
55,,Tuna,1056,396,1471,2211,1627,1492,2086,3073,967,1227,887
56,,Loach,822,95,888,634,1076,1144,1657,2435,1189,1062,716
57,,Alaska Pollack,3412,322,3814,2260,4784,4696,7876,11074,3719,2826,3308
58,,(dried),,98,688,,,,,1564,,,
59,,Eel,620,54,688,653,864,853,1202,1564,812,726,742
60,,Flat fish,782,54,901,580,1049,1046,1662,2369,812,540,742
61,,Angler,799,44,908,297,971,901,1121,1712,470,824,802
62,,Pacific cod,622,173,769,450,834,923,1429,2008,703,443,567
63,,Sea bream,755,194,838,500,1058,1057,1659,2259,1041,618,654
64,,Oyster,487,35,390,424,651,681,953,1341,593,502,497
65,,Cat fish,608,136,626,536,798,791,1125,1475,609,450,475
66,,Salmon,1121,110,1408,722,1267,1266,1375,1854,665,1128,931
67,,Gizzard shad,844,298,940,671,1151,1189,1894,2554,1073,722,726
68,,File fish (dried,1271,350,1759,1537,1971,2150,2206,1795,584,531,881
69,,Small shrimp(dried),2354,777,3011,2062,6228,3796,4623,6516,3392,3184,2115
70,Seaweeds,Laver (dried),1548,10,1989,693,1751,3288,2443,2730,1547,1032,1228
71,,Sea mustard (dried),897,282,1066,471,647,1346,1842,2090,977,995,844
