,0,1,2,3,4,5,6,7,8,9
0,Amino acid,RT (min),MRM-transition (m/z),MRM-transition (m/z),MRM-transition (m/z),Dwell Time (msec,Q1 Pre Bias(V),Collision energy (V),Q3 Pre Bias(V),Internal standard
1,Trp,5.6,205.00 > 188.10,205.00 > 188.10,205.00 > 188.10,10,-11,-9,20,
2,Phe,5.9,166.00 >120.10,166.00 >120.10,166.00 >120.10,10,-18,-12,-12,IS-1
3,Tyr,6.1,182.00 > 136.20,182.00 > 136.20,182.00 > 136.20,10,27,-21,27,-
4,Ile,6.3,132.10,>86.15,>86.15,10,-14,-10,-21,
5,Leu,6.5,132.10,>86.05,>86.05,10,-14,-11,-21,-
6,Met,6.5,149.90 >,149.90 >,56.10,10,-17,-17,-21,
7,Cys,6.7,122.00 >76.10,122.00 >76.10,122.00 >76.10,10,-14,23,22,
8,Val,7.0,118.00 >72.05,118.00 >72.05,118.00 >72.05,10,-13,-13,22,
9,Thr,7.5,120.10>74.05,120.10>74.05,120.10>74.05,10,-13,-14,-30,=
10,GABA,7.7,104.20 >87.15,104.20 >87.15,104.20 >87.15,10,-12,-12,23,
11,Ser,7.7,106.00>60.05,106.00>60.05,106.00>60.05,10,-12,-12,23,
12,Ala,7.8,89.90>44.05,89.90>44.05,89.90>44.05,10,27,-10,20,IS-2
13,Hpro,7.8,132.00 >68.05,132.00 >68.05,132.00 >68.05,10,-13,-23,20,-
14,Gly,8.0,76.00,>30.20,>30.20,100,-14,-10,-15,-
15,Asn,8.0,132.95,>,74.10,10,-15,-16,29,IS-3
16,Pro,8.1,116.05,>,70.10,10,-15,-14,-11,-
17,Glu,8.2,147.90,,84.10,10,-16,-17,23,-
18,Gln,8.2,146.95,>,84.15,10,-16,-16,-15,IS-4
19,Cit,8.6,176.00,,159.10,10,-10,-11,-16,-
20,Asp,8.6,134.00,>,74.00,10,-15,-16,29,-
21,His,9.8,156.00>,156.00>,110.10,10,-17,-13,-12,-
22,Arg,9.9,174.95 >70.10,,174.95 >70.10,10,-14,-23,-13,-
23,Orn,10.2,133.00>,133.00>,70.10,10,-15,-18,28,-
24,Lys,10.4,147.00 >84.00,147.00 >84.00,147.00 >84.00,10,-16,-18,23,-
25,Car,11.1,226.90 > 110.10,226.90 > 110.10,226.90 > 110.10,10,20,-25,-20,-
26,"Aminoethanol""",,62.00 >44.15,62.00 >44.15,62.00 >44.15,100,-16,-14,19,
27,Aminoadipic acid,,162.00 > 98.10,162.00 > 98.10,162.00 > 98.10,10,-16,-15,-10,-
28,2-Aminobutyric acid*,,104.20 >58.05,104.20 >58.05,104.20 >58.05,10,-11,-12,24,-
29,3-Aminoisobutyric acid*,,104.20 >86.00,104.20 >86.00,104.20 >86.00,10,-11,-12,-16,-
30,Cystathionine,,223.00 >88.15,223.00 >88.15,223.00 >88.15,10,20,-18,-11,-
31,Anserine*,,241.00 > 109.30,241.00 > 109.30,241.00 > 109.30,10,-15,-13,22,-
32,Cystine*,,241.00>151.95,241.00>151.95,241.00>151.95,10,23,-31,-17,-
33,Methylhistidine*,,170.00 >124.15,170.00 >124.15,170.00 >124.15,10,-18,-18,-13,-
34,Hydroxylysine*,,163.00 >81.95,163.00 >81.95,163.00 >81.95,10,-10,-16,26,-
35,Creatinine*,,114.05 >44.10,114.05 >44.10,114.05 >44.10,10,-11,-16,-19,-
36,,,114.05 >86.15,114.05 >86.15,114.05 >86.15,10,-10,-15,-30,-
37,L-Homocystine*,,269.10 > 136.05,269.10 > 136.05,269.10 > 136.05,10,-14,-15,14,-
38,Internal standards (IS),,,,,,,,,
39,"1. L-phenyl-d5-alanine-2,3,3-d3",5.9,174 >128.20,,,10,-18,-14,26,
40,"2. L-alanine-2,3,3,3-d4",7.8,94.0>48.20,94.0>48.20,94.0>48.20,10,-11,-15,-19,
41,"3.L-asparagine-15N2, ds",8.0,138.00 >76.00,138.00 >76.00,138.00 >76.00,10,-15,-17,-30,
42,"4. L-glutamine-2,3,3,4,4-ds",8.2,151.90 > 88.10,151.90 > 88.10,151.90 > 88.10,10,-12,-18,24,
