,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,antibody Code,White EBN,,Red EBN,,fungus,porcine skin,antibody Code,White EBN,,Red EBN,,fungus,porcine skin
1,,house,cave,house,cave,,,,house,cave,house,cave,,
2,CFW-1,+,+,+,+,-,-,CFW-17,++,++,+,+,-,-
3,CFW-2,+,+,+,+,-,-,CFW-18,+,+,+,+,-,-
4,CFW-3,+,+,-,-,-,-,CFW-19,++,+ +,+,+,-,-
5,CFW-4,+,+,+,+,-,-,CFW-20,++,++,+,+,-,-
6,CFW-5,+,+,-,-,-,,CFW-21,++,+ +,+,+,-,-
7,CFW-6,+,+,+,+,-,-,CFW-22,+ +,++,+,+,-,-
8,CFW-7,+,+,+,+,-,-,CFW-23,+,+,+,+,-,-
9,CFW-8,+,+,+,+,-,-,CFW-24,++,++,+,+,-,-
10,CFW-9,+,+,+,+,-,-,CFW-25,++,++,+,+,-,-
11,CFW-10,+,+,-,-,-,-,CFW-26,+,+,-,-,-,-
12,CFW-11,+,+,-,-,-,-,CFW-27,++,++,+,+,-,-
13,CFW-12,++,++,++,++,-,-,CFW-28,++,+ +,+,+,-,-
14,CFW-13,+,+,+,+,-,-,CFW-29,+ + +,+ + +,+,+,-,-
15,CFW-14,+,+,-,-,-,-,CFW-30,++,+ +,++,++,-,-
16,CFW-15,+,+,+,+,-,-,CFW-31,+,+,+,+,-,-
17,CFW-16,++,++,+,+,-,-,,,,,,,
