,0,1,2,3,4,5,6,7,8
0,Added,Intra-day,,,,Inter-day,,,
1,concentration,,,,,,,,
2,(g ml-1),,,,,,,,
3,,Measurement,Precision,,Accuracy,Measurement,Precision,,Accuracy
4,,concentration,(%),,(%),concentration,(%),,(%)
5,,(mean) gml-1,,,,(mean) gml-1,,,
6,,,S.D.,RSD,,,S.D.,RSD,
7,(a),,,,,,,,
8,2.00,1.89,0.05,2.90,94.50,1.88,0.05,2.60,94.00
9,12.00,11.91,0.28,2.30,99.25,11.93,0.22,1.84,99.41
10,30.00,30.38,0.75,2.50,101.26,30.62,0.72,2.34,102.07
11,(b),,,2.79,,,,,
12,2.00,1.98,0.05,2.79,99.00,1.98,0.60,3.03,99.00
13,8.00,8.08,0.16,2.00,101.00,8.04,0.11,1.39,100.50
14,40.00,39.86,0.18,0.45,99.65,39.91,0.20,0.50,99.77
