,0,1,2,3,4,5,6,7,8,9
0,,Protein,Free Pi,Total Fe,Kaempf.,Querc.,Daidz.,Genist.,Soysap.B,Olean. ac.
1,,mg/100 g,mg/g,g/g,ug/g,ug/g,g/g,g/g,g/g,g/g
2,Badda bianco FRM,170,0.274b,69.0,11.4,u.d.t.,6.50,3.24,345,9.55
3,Badda bianco SG,160,0.153,96.0,38.1,u.d.t.,6.50,2.16,111,5.70
4,Badda nero SG,160,0.152,96.0,19.1,u.d.t.,u.d.t.,u.d.t.,302,8.85
5,Monaco Mussu Niuru,180,0.113,76.0,38.1,24.1,101b,u.d.t.,273,7.95
6,Poverello di Rotonda S,150,0.106c,79.8,19.2,24.2b,10.2,u.d.t.,454b,10.3
7,Poverello di Rotonda AF,169,0.139,88.4,57.2,24.2b,13.5,21.6b,433,11.9
8,Poverello di Rotonda BT,151,0.140,88.4,57.3,20.1,94.9,18.0,374,9.00
9,Tabacchino,97.2c,0.226,69.0c,61.0b,17.7,33.8,u.d.t.,378,12.3b
10,Fagiolo a Formellaa,193,0.133,69.0c,u.d.t.,u.d.t.,14.1,u.d.t.,263,10.2
11,Bianco di Rotonda TL,201b,0.141,86.4,u.d.t.,u.d.t.,37.0,0.72c,105c,5.50c
12,Mean,163,0.121,86.2,35.3,4.3,36.7,9.14,304,9.12
13,Stand. dev.,28.9,0.057,17.8,18.0,4.3,36.0,21.6,128,2.27
14,Max. value,201,0.274,131,61.0,24.2,101,21.6,454,12.3
15,Min. value,97.2,0.106,69.0,,,-,,105,5.50
16,Max/min,2.07,33.3,1.89,-,21.6,-,-,4.31,2.23
17,Coefficient of variation,17.6,33.3,20.6,51.0,21.6,98.1,109,42.0,25.0
