,0,1,2,3
0,Site (number of samples),Geographical coordinates,Honeybee subspecies,Macro-Area
1,Licata (2),"3706'29N,1355'55E",Apis Mellifera ssp. ligustica,1
2,Ribera (2),"3730'32N,1316'33E",,
3,Raffadali (4),"3724'43'N,1331'42E",,
4,S. Biagio Platani (29),"3730'31N,1331'18E",,
5,Sciacca (8),"3730'47N,1305'15E",,
6,Naro (4),"3717'17N,1347'58E",,
7,Agrigento (15),"3718'48N,1335'19E)",Apis Mellifera ssp. Sicula,
8,Racalmuto (2),"372426N,1343'55E",,
9,Lercara Friddi (3),"3745'11N,1335'40E",Apis Mellifera ssp. ligustica,2
10,Palazzo Adriano (4),"3742'60N,1322'34E",Apis Mellifera ssp. Sicula,
11,Bisacquino (14),"374226N,1315'05E",,
12,Contessa Entellina (19),"3743'49N,131111E",,
