,0,1,2,3,4,5,6,7,8,9,10
0,State,,As,Cd,Co,Cu,Pb,Mo,Hg,Se,Zn
1,,,mgkg-1,mgkg-1,mgkg-1,mgkg-1,mgkg-1,mgkg-1,mgkg-1,(mgkg-1),mgkg-1
2,NSW,Meana,0.01,0.0026,0.0055,0.76,0.005,0.010,0.0025,0.10,42.6
3,,Median,nd,nd,nd,0.71,nd,0.010,nd,0.09,43.0
4,,Range,nd-0.01,nd-0.006,nd-0.013,0.391.86,nd-nd,nd-0.02,nd-0.0021,nd-0.35,15.160.3
5,QLD,Meana,0.011,0.0025,0.0078,0.71,0.005,0.011,0.0025,0.12,33.9
6,,Median,nd,nd,0.005,0.63,nd,0.011,nd,0.14,36.0
7,,Range,nd-0.0157,nd-nd,nd-0.018,0.51-0.98,nd-nd,0.007-0.016,nd-nd,0.040.20,22.142.4
8,SA,Meana,0.01,0.0027,0.0054,0.76,0.005,0.016,0.0025,0.11,41.3
9,,Median,nd,nd,nd,0.73,nd,0.009,nd,0.11,40.6
10,,Range,nd-0.0086,nd-0.005,nd-0.010,0.48-1.30,nd-0.014,nd-0.066,nd-0.0011,0.05-0.24,30.251.7
11,TAS,Meana,0.01,0.003,0.006,0.73,0.005,0.011,0.0027,0.034,32.7
12,,Median,nd,nd,0.006,0.81,nd,0.010,nd,0.03,33.3
13,,Range,nd-nd,nd-0.005,nd-0.010,0.44-0.97,nd-nd,0.007-0.017,nd-0.0039,0.03-0.04,22.6-41.3
14,VIC,Meana,0.01,0.0035,0.0052,0.67,0.005,0.007,0.0025,0.07,44.2
15,,Median,nd,nd,nd,0.69,nd,0.008,nd,0.07,42.2
16,,Range,nd-0.013,nd-0.014,nd-0.010,0.380.95,nd-nd,nd-0.017,nd-nd,0.02-0.16,20.4-74.6
17,WA,Meana,0.01,0.0061,0.0056,0.75,0.012,0.024,0.0025,0.07,35.6
18,,Median,nd,nd,nd,0.78,nd,0.016,nd,0.07,35.2
19,,Range,nd-0.0078,nd-0.033,nd-0.015,0.37-0.97,nd-0.034,0.006-0.197,nd-0.0033,0.02-0.15,12.956.6
20,Aus,n<LOD,138,120,100,0,149,16,146,0,0
21,,Meana,0.01,0.0035,0.0056,0.74,0.007,0.014,0.0025,0.09,40.4
22,,Range,nd-0.0157,nd-0.033,nd-0.018,0.371.86,nd-0.034,nd-0.200,nd-0.0039,0.01-0.35,12.974.6
