,0,1,2,3,4
0,Flower,Extraction method,Antioxidant activity method,Range of contents,Reference
1,,,and bioactive compounds,,
2,,,activity,mL]a,
3,,,Chelating activity on Fe2+,Approx.5-100% [Conc =80 g/,
4,,,ions,mL]a,
5,Edible flowers from,Maceration,FRAP,99.9-329 mol Fe2+/g DW,"Kaisoon et al., 2012"
6,Thailand,Acidified ethanol/2 h/room temperature,ORAC,215492 mol TE/g DW,
7,,[25C],CAA,413-966 mol QE/g DW,
8,,,Total phenolic content,102-213 mg GAE/g DW,
9,Edible flowers from,Maceration,Antioxidant index,2.85-13.0,"Chanwitheesuk et al.,2005"
10,Thailand,Methanol/overnight/room temperature,Carotenoids,1.29-3.82 mg/100 g DW,
11,,,Tannins,17.7mg TA/100 g DW,
12,,,Total phenolics content, 98.4-12.3 mg pyrocatechol/100 g,
13,,,,DW,
14,,,Total xanthophylls content,4.24-5.81 mg/100 g DW,
15,Sophora vicifolia [flower],Maceration,,Different fractions,Tai et al.2011
16,,85% methanol/48 h/room temperature,DPPH free radical scavenging,10.4-142 g/mL [EC5o],
17,,,activity,,
18,,,ABTS radical scavenging,3.5-40.8 g/mL [ECso],
19,,,activity,,
20,,,FRAP,0.88-6.70 mmol Fe2+/g dry extract,
21,,,Total phenolics content,29.3-144 mg GAE/g dry extract,
22,,,Total flavonoid content,53.3-237 mg RE/g dry extract,
23,,,Reducing power,13.9-69.8 g/mL [ECso],
24,Pyrus pashia,Maceration,DPPH,109 g/mL [EC5o],He et al.2015
25,,85% ethanol/48 h/50C,FRAP,193 M Fe2+/g dry extract,
26,,,Total phenolics content,7.78 mg GAE/g dry extract,
27,,,Total flavonoid content,3.87 103 mg RE/g dry extract,
28,Prunus mume [flowers],Maceration,DPPH free radical scavenging,43.1 mg/mL [EC5o],"Shi et al.,2009"
29,,"Ethanol/water [30:70, v/v]/1 h/60C",activity,,
30,,,FRAP,2.94 mmol/L/mg extract [ECso],
31,,,ABTS radical-scavenging,169 g/mL [EC5o],
32,,,activity,,
33,,,Total phenolics content,150 mg GAE/g DW,
34,,,Scavenging ability of OH,6.20g/mL[EC5o],
35,Hibiscus flowers,Maceration,,Different solvents [ethanol/water],"Mak et al.,2013"
36,,Water and ethanol [99.7%]/24 h/room,DPPH free radical scavenging,83.1/97.4%,
37,,temperature,activity,,
38,,,FRAP,2.35 103/2.88  103 moles Fe,
39,,,,[II]/100gDW,
40,,,Total phenolic content,4.60 103/5.44  103mg GAE/,
41,,,,100 g DW,
42,,,Total flavonoid content,2.15103/2.77 103 mg CE/100 g,
43,,,,DW,
44,,,Total flavonols,572/330 mg QE/100 g DW,
45,,,Total tannins,2.85  103/4.42  103 mg CE/100 g,
46,,,,DW,
47,,,Total anthocyanins,155/206 mg c-3-gE/100 g DW,
48,Tropaeolum majus,Maceration,DPPH free radical scavenging,91.9 umol TE/g FW,"(Garzon &Wrolstad,2009)"
49,,Aqueous acetone [30:70 v/v]/overnight/,activity,,
50,,1,ABTS radical scavenging,458 mol TE/g FW,
51,,,activity,,
52,,,Total phenolic content,406 mg GAE/100g FW,
53,,,Anthocyanin,72 mg pgd 3-Glu/100 g FW,
54,,,Ascorbic acid content,71.5 mg AAE/100 g FW,
55,Trifolium pratense and,Maceration,DPPH,10.3-34.0 g/mL [EC5o],"Tundis et al., 2015)"
56,Trifolium repens,Ethanol/48 h/room temperature,ABTS,21.4-150 g/mL [EC5o],
57,,,FRAP,44.2 M Fe2+/g dry extract,
58,Paeonia Section Moutan,Maceration,DPPH free radical scavenging,32.7 -18.7%,"Li et al.,2009"
59,,Flavonoids extraction:,activity,,
60,,methanol [70%]/24 h/4C,Total Flavonoid Content,0.01-13.2%,
61,,Polyphenolics fraction extraction:,Total phenolic content,3.85-11.4 mg GAE/100 mg DW,
62,,aqueous methanol [70%]/24 h/4C,ABTS radical scavenging,1.19 - 3.58 mmol Trolox/g DW,
63,,,activity,,
64,,,HRSA,0.56- 2.27 mmol CAE/10 g DW,
65,,,FRAP,1.04- 3.03 mmol Trolox/g DW,
66,Passiflora foetida,Soxhlet,DPPH free radical scavenging,Approx. 641-769% [ECso]a,Sasikala et al.2011
67,,Petroleum ether and ethanol,activity,,
68,,Maceration,ABTS radical-scavenging,3.68  103-3.99  103 mol/g DM,
69,,Water/24 h/room temperature,activity,,
70,,,Total phenolic content,4.8-5.7%,
71,,,Tannin content,Approx. 0.5-1.1% a,
72,,,Metal chelating activity,5.78 103-6.75 103 mg EDTA eq/,
73,,,,g extract,
74,,,Hydroxyl radical scavenging,62.5-65.5%,
