,0,1,2,3
0,Tea,Major phenolic compound,Major phenolic compound,Source
1,Tropical,,,
2,Guava,GA and quercetin,GA and quercetin,Liang et al.2005
3,Legundi,Orientin and luteolin,Orientin and luteolin,Tiwari and Tripathi (2007)
4,Rooibos,Aspalathinrutinand orientin,Aspalathinrutinand orientin,Bramati et al.2002
5,Misai kucing,RA,,Akowuah et al.(2005)
6,Pegaga,Asiatic acid and asiaticoside,Asiatic acid and asiaticoside,Kim etal.2009
7,Bitter gourd,GA and caffeic acid,GA and caffeic acid,Kubola and Siriamornpun (2008)
8,Lemon grass,Chlorogenic acid,Chlorogenic acid,Marques and Farah (2009)
9,Temperate,,,
10,Oregano,RA and hispidulin,RA and hispidulin,Zheng and Wang (2001)
11,Mint,Eriocitrinluteolinand RA,Eriocitrinluteolinand RA,Damien Dorman et al.2003
12,Peppermint,Eriocitrin and RA,Eriocitrin and RA,Areias etal.2001
13,Rosemary,,"Carnosic acid,rosmanol, and RA",Zheng and Wang (2001)
14,Chamomile,Apigenin and quercetin,Apigenin and quercetin,McKay and Blumberg (2006)
15,Camellia,,,
16,Green tea,EGCG and EGC,EGCG and EGC,HorZic et al.2009
17,Oolong tea,"EGCGEGC,and GA","EGCGEGC,and GA",Horzic et al.2009)
18,Black tea,"GC,EGCG,and GA","GC,EGCG,and GA",Horzic et al.2009
