,0,1,2,3
0,Latin name,English name,Type,Origin
1,Boletus edulis,Penny bun,Mushroom,"Kostelec nad Orlici,Czech Republic"
2,Dicentrarchus labrax,European bass,Fish,Marine farm in Croatia
3,Loligo edulis,Swordtip squid,Cephalopod,Pacific
4,Mytilus chilensis,Chilean mussel,Mussel,Pacific
5,Octopus vulgaris,Common octopus,Cephalopod,Pacific
6,Parapenaeopsis hardwickii,Spear shrimp,Crustacean,Pacific
7,Parapenaeopsis stylifera,Kiddi shrimp,Crustacean,Indian Ocean
8,Salmo salar,Atlantic salmon,Fish,Marine farm in Norway
9,Scomber scombrus,Atlantic mackerel,Fish,Atlantic ocean
10,Sepia pharaonis,Pharaoh cuttlefish,Cephalopod,Pacific
11,Sparus aurata,Gilthead seabream,Fish,Marine farm in Greek
12,Thunnus albacares,Yellowfin tuna,Fish,Indian Ocean
