,0,1,2
0,Common name,Scientific name,Principal carotenoids
1,Bocaiuva,Acrocomia makayayba,-Carotene
2,Buriti,Mauritia vinifera,"-Carotene-carotene,-carotenezeaxanthin"
3,Caja,Spondias lutea,"-Cryptoxanthin,zeinoxanthin"
4,Loquat,Eriobotryajaponica,-Carotene-cryptoxanthin
5,Mamey,Mammea americana,"Violaxanthin, -carotene, -apo-8'-carotenol"
6,Marolo,Annona coriaceae,B-Carotene
7,Peach palm,Bactris gasipaes,"-Carotene,-carotene,-carotene"
8,Pitanga,Eugenia uniflora,"Lycopene,-cryptoxanthin,rubixanthin,-carotene"
9,Piqui,Cariocar villosium,"Zeaxanthin,-cryptoxanthin"
10,Tree tomato,Cyphomandra betacea,"-Cryptoxanthin,-carotene"
11,Tucuma,Astrocaryum vulgare,"-Carotene,-carotene-zeacarotene"
12,Wild edible leaves,,"Lutein,-carotene,violaxanthin,neoxanthin"
