,0,1,2,3
0,Source,BMC,EMC,SMC
1,Tissue indices,,,
2,GSI,4.91  0.71c,12.2  1.6b,16.0  0.9a
3,HSI,9.68  0.89a,5.94  0.94b,5.71 0.32c
4,MY,18.9  1.3a,14.3  2.4b,16.0  1.0b
5,TEY,33.5  2.1b,32.5  1.2b,37.7  1.2a
6,Muscle,,,
7,Moisture,79.7  0.2a,77.1  1.5a,77.7  0.6a
8,Protein,15.10.2c,17.9  0.09a,16.8  0.3b
9,Lipid,0.773  0.005b,0.665 0.099c,0.8250.035
10,Ash,1.63  0.06b,2.48  0.12a,1.63  0.04b
11,Hepatopancreas,,,
12,Moisture,70.0  1.2a,61. 8  0.2b,57.0  0.3c
13,Protein,10.6 0.3b,11.50.2a,11.60.4a
14,Lipid,13.9 0.6b,20.2  0.4a,20.5  0.8a
15,Ash,2.48  0.20a,2.46  0.21a,2.69 0.11a
16,Gonad,,,
17,Moisture,58.50.4a,46.6  0.3b,46.5  0.2b
18,Protein,25.3  0.5b,33.4  0.3a,32.2  0.6a
19,Lipid,7.09  0.34a,6.76  0.60a,4.99  0.41b
20,Ash,1.90 0.03b,2.15  0.20a,1.77  0.03c
