,0,1,2,3
0,Sample,Description,Acquired,Origin
1,1,Green tea,Mexico,Chinese
2,2,Green tea,Mexico,Chinese
3,3,Green tea,Spain,Chinese
4,4,Green tea and Japanese cherry,Spain,Japanese
5,5,Green tea and ginseng,Spain,Chinese
6,6,Green tea with strawberry and orange,Spain,Japanese
7,7,Green tea with lemon and orange,Spain,Japanese
8,8,Green tea with flowers and fruits,Spain,Japanese
9,9,Green tea with mint and lemon,Spain,Japanese
10,10,"Green tea with fruits,lemon and",Spain,Japanese
11,,orange blossoms,,
12,11,Green tea with plum and mint,Spain,Japanese
13,12,Green tea,Mexico,Jamaican
14,13,Green tea,Mexico,Chinese
15,14,Green tea,Mexico,Chinese
16,15,Green tea,Mexico,Chinese
17,16,Green tea,Spain,Chinese
18,17,Green tea,Spain,Chinese
19,18,Green tea,Spain,Chinese
20,19,Green tea,Spain,Chinese
21,20,Green tea,Spain,Japanese
