,0,1
0,Cluster,Fruit and vegetables
1,1(Other),"Pear,Asian pear,apricot,nectarine,peach,apple,plum,mango,pomegranate,banana,fig,cherries,grapes"
2,,"raspberries,strawberries,casaba melon,honeydew melon,cantaloupe,rhubarb,pineapple,kiwi,papaya,"
3,,"raisins,date,crookneck squash, hubbard squash, zucchini,eggplant, turnip,jicama, beet,parsnip,potato,"
4,,"rutabaga, radish,corn, celery,cucumber,iceberg lettuce,butterhead lettuce,endive, snap beans,Jerusalem"
5,,"artichoke,artichoke,mushrooms, asparagus,snowpeas,scallion,leek,avocado, red pepper,green pepper,"
6,,"green cabbage,cauliflower,broccoli, Brussels sprouts,broccoli raab, Chinese broccoli,red cabbage"
7,2(Citrus),"Tangerine,clementine,lemon, lime,white grapefruit,orange,kumquat,pink grapefruit"
8,3(Dark berry),"Blackberries,boysenberries,blueberries"
9,4(Green leafy/orange vegetables,"Green leaf lettuce,red leaf lettuce,Romaine lettuce,Chinese cabbage,watercress,mustard greens,spinach"
10,,"turnip greens, beet greens,Swiss chard, collards,pumpkin, butternut squash, sweet potato, carrots"
11,(Peas/lentils/onion),"Mung beansmature,green peas,pigeon peas(immature,blackeye peasimmature,lentils,lima beans"
12,,"(immature,okra,garlic,onion,cranberries"
13,6(Legumes),"Kidney beans(mature,pinto beans(mature,navy beans (mature,soybeans(mature)"
14,7(Lycopene/red),"Watermelon,guava,tomato"
15,8 (Parsley/kale),"Kale,parsley"
