,0,1,2,3,4
0,Legumes name,No,Brands,NSPa g/100 g,Codea
1,Canned legumes,,,,
2,Baked beans in tomato sauce,1,Sainsbury's baked beans,3.7,13-044
3,,2,Heinz baked beans,,
4,,3,Tesco light baked beans,,
5,,4,ASDA Baked Beans in tomato sauce,,
6,,5,Organic baked beans,,
7,Yellow chickpeas,1,Sainsbury's chickpeas,4.1,13-078
8,,2,Tesco chickpeas,,
9,,3,Waitrose chickpeas,,
10,,4,Morrison chickpeas,,
11,,5,Morrison organic chickpeas,,
12,Red kidney beans,1,Tesco red kidney beans,6.2,13-111
13,,2,Waitrose red kidney beans,,
14,,3,Tesco whole food red kidney beans,,
15,,4,Morrison red kidney beans,,
16,,5,Sainsbury's red kidney beans,,
17,,6,Organic Tesco red kidney beans,,
18,Butter beans,1,Morrison butter beans,4.6,13-72
19,,2,Essential Waitrose butter beans,,
20,,3,Sainsbury's butter beans,,
21,Green peas,1,Sainsbury's green peas in water,5.1,13-135
22,,2,Co-operative green peas,,
23,,3,ASDA green peas,,
24,,4,Daucy garden peas,,
25,,5,Morrison green peas,,
26,,6,Tesco garden peas,,
27,Green beans,,Bandwelle green beans in water,2.6,13-85
28,,2,Sainsbury's whole French green beans,,
29,,3,Morrison cut green beans,,
30,,4,Morrison whole green beans,,
31,,5,Tesco whole green beans,,
32,,6,Batchelor's cut green beans,,
