,0,1,2,3,4,5,6
0,Age group,49 years,,10-17 years,,1875 years,
1,Consumption**,Mean,P95,Mean,P95,Mean,P95
2,Crisp consumed (g/kg bw/day),0.23,0.66,0.19,0.59,0.12,0.36
3,Acrylamide exposure (g/kg bw/day),,,,,,
4,Beetroot,0.29,0.83,0.24,0.75,0.15,0.45
5,Carrot,0.67,1.90,0.56,1.71,0.34,1.03
6,Parsnip,0.08,0.85,0.07,0.77,0.15,0.46
7,Potato,0.08,0.23,0.07,0.20,0.04,0.12
8,Sweet potato,0.26,0.73,0.21,0.66,0.13,0.39
9,MoE for Acrylamide,,,,,,
10,Beetroot,580,204,694,226,1126,377
11,Carrot,254,89,304,99,1101,165
12,Parsnip,567,199,2565,221,1101,1393
13,Potato,2144,753,2565,836,4159,1393
14,Sweet potato,662,233,793,258,1285,430
15,3-MCPDEs exposure (g/kg bw/day),,,,,,
16,Beetroot,0.11,0.31,0.09,0.28,0.06,0.17
17,Carrot,0.05,0.14,0.04,0.13,0.03,0.08
18,Parsnip,0.03,0.09,0.03,0.08,0.02,0.05
19,Potato,0.01,0.04,0.01,0.04,0.01,0.05
20,Sweet potato,0.03,0.10,0.03,0.09,0.02,0.05
21,GEs exposure (g/kg bw/day),,,,,,
22,Beetroot,0.01,0.04,0.01,0.04,0.01,0.02
23,Carrot,0.05,0.14,0.04,0.12,0.02,0.07
24,Parsnip,0.05,0.14,0.04,0.13,0.03,0.08
25,Potato,0.02,0.05,0.02,0.05,0.01,0.03
26,Sweet potato,0.04,0.10,0.03,0.09,0.02,0.05
27,MoE for GEs,,,,,,
28,Beetroot,211307,260006,885589,288767,1436263,480988
29,Parsnip,206849,72651,247450,80687,401319,134397
30,Potato,555679,195169,664749,216757,1078102,361044
31,Sweet potato,290078,101883,347016,113153,562796,188474
