,0,1,2,3,4,5,6,7
0,,NEG,LIST,TINT,VIJAR,BABOS,Average,Odour thresholdaugL-1
1,"2,3-Butanedione",67.8,14.1,4.24,13.6,8.19,21.6,100Ferreira et al.2000
2,Ethyl octanoate,22.20,21.1,13.8,22.2,19.7,19.8,5Ferreira et al.2000
3,p-Damascenone,26.26,14.9,29.4,7.72,7.20,17.1,"0.05(Guth,1997)"
4,Ethyl isobutyrate,11.9,13.3,8.88,19.4,15.5,13.8,15Ferreira et al.2000
5,3-Methylbutyl acetate,21.0,14.6,19.4,6.80,4.44,13.3,"30Ferreira et al.,2000"
6,Ethyl hexanoate,12.1,11.1,9.05,14.7,11.7,11.7,14Ferreira et al.2000
7,Ethyl butyrate,8.92,6.18,8.13,10.6,6.75,8.12,"20Ferreira et al.,2000"
8,Hexanoic acid,6.97,6.25,5.26,7.18,6.27,6.39,"420(Ferreira et al.,2000"
9,3-Methyl-1-butanol,7.50,6.89,2.41,6.32,5.81,5.79,"30000(Guth,1997"
10,Ethyl 3-methylbutyrate,4.39,4.72,3.39,7.19,5.22,4.98,3Ferreira et al.2000
11,Butyric acid,2.32,1.37,1.44,5.43,4.94,3.10,173Ferreira et al.2000
12,3-Methylbutyric acid,2.72,2.62,3.20,2.75,3.20,2.91,33Ferreira et al.2000
13,Octanoic acid,3.26,3.25,2.41,3.18,2.41,2.90,"500Ferreira et al.,2000)"
14,Acetaldehyde,2.40,3.00,3.60,2.80,2.60,2.88,"500(Guth,1997)"
15,2-Methoxy-4-vinylphenol,1.75,2.44,2.41,1.29,4.46,2.47,"40(Guth,1997)"
16,4-Allyl-2-methoxyphenol,1.64,1.84,2.99,1.82,3.76,2.41,"6Ferreira et al.,2000"
17,-Phenylethanol,2.19,1.97,1.58,1.50,1.65,1.78,"14000Ferreira et al.,2000"
18,Ethyl cinnamate,2.57,2.24,1.85,0.54,0.89,1.62,"1.1Ferreira et al.,2000"
19,2-Methylbutyric acid,1.51,1.45,1.55,1.40,1.43,1.47,
20,Vanilllin,0.84,0.76,1.34,1.39,2.02,1.27,60b
21,Ethyl lactate,0.81,0.86,1.79,1.03,1.05,1.11,"154636(Etievant,1991)"
22,y-Nonalactone,1.41,0.94,1.01,1.05,1.04,1.09,"30Ferreira et al.,2000"
23,(Z)-Whiskylactone,0.57,0.77,1.16,1.32,1.22,1.01,67Boidron et al.1988
